"positive_count","negative_count","label"
8018,4681,"cbe_control"
5205,3187,"cbe_control"
5740,3574,"cbe_control"
7691,5465,"cbe_control"
4385,2902,"cbe_control"
4632,2662,"cbe_control"
6482,4298,"cbe_control"
5665,3240,"cbe_control"
6673,4236,"cbe_control"
5642,3759,"cbe_control"
5593,3718,"cbe_control"
5500,3312,"cbe_control"
4700,2919,"cbe_control"
7892,5656,"cbe_control"
5300,3877,"cbe_control"
6324,4563,"cbe_control"
4321,2456,"cbe_control"
5954,3680,"cbe_control"
5749,3665,"cbe_control"
5689,3540,"cbe_control"
5766,3615,"cbe_control"
8302,5505,"cbe_control"
4568,2784,"cbe_control"
6098,3795,"cbe_control"
7056,4277,"cbe_control"
4686,2844,"cbe_control"
6144,3642,"cbe_control"
5715,3543,"cbe_control"
5880,4135,"cbe_control"
5660,3856,"cbe_control"
4711,2693,"cbe_control"
6294,3891,"cbe_control"
4848,2936,"cbe_control"
4674,2807,"cbe_control"
5096,3205,"cbe_control"
5436,3822,"cbe_control"
3967,2220,"cbe_control"
5237,3176,"cbe_control"
5113,3261,"cbe_control"
4982,3399,"cbe_control"
4890,2906,"cbe_control"
7212,4531,"cbe_control"
4932,3086,"cbe_control"
4920,3192,"cbe_control"
5910,3415,"cbe_control"
5739,3939,"cbe_control"
5994,3825,"cbe_control"
6356,4664,"cbe_control"
6731,4103,"cbe_control"
6860,4396,"cbe_control"
6798,4747,"cbe_control"
5452,3279,"cbe_control"
6445,4063,"cbe_control"
5286,3300,"cbe_control"
5125,2890,"cbe_control"
7501,4980,"cbe_control"
4440,2761,"cbe_control"
6293,4040,"cbe_control"
6785,4225,"cbe_control"
4546,2801,"cbe_control"
5065,3631,"cbe_control"
6369,4161,"cbe_control"
4603,2765,"cbe_control"
4910,2997,"cbe_control"
6174,3786,"cbe_control"
6235,4130,"cbe_control"
6771,4327,"cbe_control"
6256,3978,"cbe_control"
5611,3559,"cbe_control"
6028,3658,"cbe_control"
3929,2010,"cbe_control"
6028,3715,"cbe_control"
6118,3706,"cbe_control"
5250,3147,"cbe_control"
4997,3115,"cbe_control"
6028,3617,"cbe_control"
5304,3650,"cbe_control"
6113,3815,"cbe_control"
5836,3616,"cbe_control"
5981,4131,"cbe_control"
5925,3620,"cbe_control"
5719,3920,"cbe_control"
6317,3823,"cbe_control"
6572,4413,"cbe_control"
5263,3327,"cbe_control"
5232,3550,"cbe_control"
6631,4229,"cbe_control"
5815,3516,"cbe_control"
6519,4234,"cbe_control"
6789,4182,"cbe_control"
5862,4040,"cbe_control"
5993,4036,"cbe_control"
4633,2660,"cbe_control"
5999,3515,"cbe_control"
5902,3611,"cbe_control"
5081,3245,"cbe_control"
5122,3248,"cbe_control"
4800,2923,"cbe_control"
6681,4202,"cbe_control"
6783,4607,"cbe_control"
5046,3169,"cbe_control"
5909,3723,"cbe_control"
5718,3615,"cbe_control"
5465,3341,"cbe_control"
5210,3457,"cbe_control"
7478,5456,"cbe_control"
5727,3709,"cbe_control"
5655,3360,"cbe_control"
5470,3517,"cbe_control"
6162,3700,"cbe_control"
4988,2701,"cbe_control"
5173,3523,"cbe_control"
5414,3117,"cbe_control"
4505,2934,"cbe_control"
6274,3844,"cbe_control"
5741,3601,"cbe_control"
4832,3052,"cbe_control"
6167,3526,"cbe_control"
6210,4256,"cbe_control"
6490,4232,"cbe_control"
5637,3478,"cbe_control"
6341,3772,"cbe_control"
3212,2106,"cbe_control"
6541,4224,"cbe_control"
5411,3327,"cbe_control"
4490,2704,"cbe_control"
6085,3885,"cbe_control"
6142,3927,"cbe_control"
4878,2924,"cbe_control"
6788,4088,"cbe_control"
6126,3971,"cbe_control"
6325,4050,"cbe_control"
5853,3945,"cbe_control"
4171,2783,"cbe_control"
5614,3691,"cbe_control"
5324,3163,"cbe_control"
5836,3707,"cbe_control"
4957,2945,"cbe_control"
6580,4150,"cbe_control"
5465,3669,"cbe_control"
6068,4416,"cbe_control"
3707,2212,"cbe_control"
5654,3460,"cbe_control"
5350,3525,"cbe_control"
6201,3846,"cbe_control"
4787,3069,"cbe_control"
5729,3503,"cbe_control"
5454,3920,"cbe_control"
6550,4423,"cbe_control"
6226,4444,"cbe_control"
5667,3932,"cbe_control"
6062,3931,"cbe_control"
4948,3110,"cbe_control"
7039,4587,"cbe_control"
5744,3832,"cbe_control"
5366,3330,"cbe_control"
4693,2798,"cbe_control"
4665,2728,"cbe_control"
5313,3233,"cbe_control"
4785,2678,"cbe_control"
5281,3312,"cbe_control"
6185,4241,"cbe_control"
7105,4833,"cbe_control"
5032,2894,"cbe_control"
6097,4248,"cbe_control"
5035,3331,"cbe_control"
5462,3095,"cbe_control"
5247,3177,"cbe_control"
7166,4678,"cbe_control"
5651,3522,"cbe_control"
4234,2821,"cbe_control"
4149,2578,"cbe_control"
5443,3460,"cbe_control"
5749,3480,"cbe_control"
4925,2976,"cbe_control"
5032,2963,"cbe_control"
6865,4885,"cbe_control"
6044,3707,"cbe_control"
4997,3706,"cbe_control"
6902,4618,"cbe_control"
5550,3564,"cbe_control"
6926,4748,"cbe_control"
6706,4419,"cbe_control"
4281,2710,"cbe_control"
6397,4209,"cbe_control"
4567,2396,"cbe_control"
4993,2996,"cbe_control"
5009,3234,"cbe_control"
6489,4192,"cbe_control"
6408,4242,"cbe_control"
5256,3533,"cbe_control"
5568,3426,"cbe_control"
6471,4134,"cbe_control"
4548,2789,"cbe_control"
5640,3827,"cbe_control"
5142,3037,"cbe_control"
6048,3787,"cbe_control"
4618,2692,"cbe_control"
7235,4760,"cbe_control"
6881,4005,"cbe_control"
6760,4582,"cbe_control"
4977,3410,"cbe_control"
5798,3855,"cbe_control"
5284,3247,"cbe_control"
3995,2283,"cbe_control"
5098,2960,"cbe_control"
5835,3649,"cbe_control"
6591,4592,"cbe_control"
5097,3171,"cbe_control"
4811,3154,"cbe_control"
4779,3080,"cbe_control"
6542,4349,"cbe_control"
6670,4142,"cbe_control"
5212,3472,"cbe_control"
6133,4011,"cbe_control"
4839,2962,"cbe_control"
5112,3016,"cbe_control"
5042,3363,"cbe_control"
5463,3269,"cbe_control"
5383,3371,"cbe_control"
4279,2818,"cbe_control"
5679,3345,"cbe_control"
4947,3261,"cbe_control"
6546,3634,"cbe_control"
6204,4129,"cbe_control"
6327,4270,"cbe_control"
3703,2395,"cbe_control"
4635,2828,"cbe_control"
4813,2988,"cbe_control"
5868,3506,"cbe_control"
5817,3534,"cbe_control"
5548,3356,"cbe_control"
6094,3966,"cbe_control"
5520,3336,"cbe_control"
5808,3701,"cbe_control"
4608,2879,"cbe_control"
5692,3952,"cbe_control"
5759,3239,"cbe_control"
5830,3708,"cbe_control"
5509,3486,"cbe_control"
6252,3880,"cbe_control"
5986,3945,"cbe_control"
5387,3506,"cbe_control"
7048,4755,"cbe_control"
5410,3101,"cbe_control"
4810,2900,"cbe_control"
5236,3111,"cbe_control"
6075,4197,"cbe_control"
4923,3495,"cbe_control"
3554,2238,"cbe_control"
4906,3041,"cbe_control"
5274,3536,"cbe_control"
6219,3721,"cbe_control"
4855,3226,"cbe_control"
4623,2921,"cbe_control"
5602,3158,"cbe_control"
5551,3296,"cbe_control"
7178,5081,"cbe_control"
5382,3381,"cbe_control"
5985,3483,"cbe_control"
7655,4997,"cbe_control"
6296,4090,"cbe_control"
6658,4269,"cbe_control"
5537,3569,"cbe_control"
5943,3764,"cbe_control"
6022,4075,"cbe_control"
7363,4867,"cbe_control"
6364,4325,"cbe_control"
6750,4422,"cbe_control"
5600,3294,"cbe_control"
4432,2533,"cbe_control"
6171,3954,"cbe_control"
4929,3195,"cbe_control"
4934,3202,"cbe_control"
6295,4169,"cbe_control"
6316,4188,"cbe_control"
5829,3988,"cbe_control"
6953,4593,"cbe_control"
3280,1942,"cbe_control"
5642,3648,"cbe_control"
5949,4009,"cbe_control"
4705,2958,"cbe_control"
5372,3597,"cbe_control"
5443,3432,"cbe_control"
5203,3321,"cbe_control"
6198,4146,"cbe_control"
4731,2974,"cbe_control"
5362,3540,"cbe_control"
5869,3826,"cbe_control"
5269,3121,"cbe_control"
4641,3128,"cbe_control"
4483,2655,"cbe_control"
5219,3374,"cbe_control"
5845,3746,"cbe_control"
5907,3621,"cbe_control"
5460,3381,"cbe_control"
5822,3706,"cbe_control"
6832,4372,"cbe_control"
4033,2345,"cbe_control"
4708,2552,"cbe_control"
4644,3351,"cbe_control"
4926,3159,"cbe_control"
5127,3051,"cbe_control"
5305,3413,"cbe_control"
6356,4115,"cbe_control"
5695,3725,"cbe_control"
5266,3516,"cbe_control"
5575,3606,"cbe_control"
5558,3466,"cbe_control"
6222,3898,"cbe_control"
4982,3098,"cbe_control"
5045,2999,"cbe_control"
4895,3318,"cbe_control"
6374,3848,"cbe_control"
5750,3785,"cbe_control"
6475,4842,"cbe_control"
4738,3093,"cbe_control"
4163,3056,"cbe_control"
5912,3808,"cbe_control"
5759,3475,"cbe_control"
6385,4163,"cbe_control"
6025,4236,"cbe_control"
5242,3192,"cbe_control"
7156,4587,"cbe_control"
7015,4523,"cbe_control"
5636,3495,"cbe_control"
5924,3582,"cbe_control"
5303,3187,"cbe_control"
5139,3202,"cbe_control"
6714,4226,"cbe_control"
6590,4601,"cbe_control"
6312,4049,"cbe_control"
5033,3107,"cbe_control"
5048,3079,"cbe_control"
6206,3844,"cbe_control"
4728,3224,"cbe_control"
6361,4066,"cbe_control"
5398,3410,"cbe_control"
5430,3673,"cbe_control"
5967,3905,"cbe_control"
5635,3986,"cbe_control"
4752,3036,"cbe_control"
4297,2628,"cbe_control"
5749,4024,"cbe_control"
4643,2826,"cbe_control"
5173,3272,"cbe_control"
6959,4628,"cbe_control"
4603,2918,"cbe_control"
5115,3341,"cbe_control"
5249,3376,"cbe_control"
5191,3286,"cbe_control"
4973,3045,"cbe_control"
5494,3632,"cbe_control"
5155,2931,"cbe_control"
3499,2005,"cbe_control"
4518,2783,"cbe_control"
6191,3886,"cbe_control"
2671,1391,"tcx_control"
3880,2332,"tcx_control"
4137,2428,"tcx_control"
3879,2288,"tcx_control"
3166,1537,"tcx_control"
4823,2398,"tcx_control"
3022,1597,"tcx_control"
3445,1874,"tcx_control"
3365,1788,"tcx_control"
3541,1827,"tcx_control"
3483,2021,"tcx_control"
4253,2529,"tcx_control"
3345,2153,"tcx_control"
3203,1915,"tcx_control"
2766,1318,"tcx_control"
3028,1787,"tcx_control"
2470,1328,"tcx_control"
3892,2258,"tcx_control"
2816,1525,"tcx_control"
4124,2891,"tcx_control"
2154,1371,"tcx_control"
3137,1644,"tcx_control"
4372,2425,"tcx_control"
3403,1988,"tcx_control"
3479,1688,"tcx_control"
2550,1516,"tcx_control"
3982,1793,"tcx_control"
3337,1812,"tcx_control"
3315,1761,"tcx_control"
2424,1199,"tcx_control"
2755,1823,"tcx_control"
3631,2154,"tcx_control"
3604,2208,"tcx_control"
4133,2685,"tcx_control"
4981,2408,"tcx_control"
3491,1849,"tcx_control"
3938,2089,"tcx_control"
3943,2388,"tcx_control"
3877,2431,"tcx_control"
3452,2298,"tcx_control"
3949,2314,"tcx_control"
3792,2004,"tcx_control"
3911,1852,"tcx_control"
2548,1632,"tcx_control"
2941,1604,"tcx_control"
2243,1444,"tcx_control"
3717,1928,"tcx_control"
3115,1833,"tcx_control"
3455,1647,"tcx_control"
3324,1782,"tcx_control"
4282,2505,"tcx_control"
2834,1555,"tcx_control"
3889,2374,"tcx_control"
2899,1598,"tcx_control"
4713,2453,"tcx_control"
2644,1838,"tcx_control"
4374,2412,"tcx_control"
3425,1802,"tcx_control"
3444,1992,"tcx_control"
3710,2098,"tcx_control"
3572,1744,"tcx_control"
3208,1810,"tcx_control"
2957,1659,"tcx_control"
3309,1497,"tcx_control"
4284,2530,"tcx_control"
2850,1390,"tcx_control"
3635,2029,"tcx_control"
2734,1797,"tcx_control"
3268,1683,"tcx_control"
3086,1644,"tcx_control"
3615,1820,"tcx_control"
3605,1785,"tcx_control"
3373,1878,"tcx_control"
3487,2005,"tcx_control"
2997,1750,"tcx_control"
3693,1660,"tcx_control"
3534,1966,"tcx_control"
2620,1603,"tcx_control"
4064,2623,"tcx_control"
2525,1439,"tcx_control"
3590,2130,"tcx_control"
3330,2031,"tcx_control"
3092,1607,"tcx_control"
3646,2225,"tcx_control"
4220,2498,"tcx_control"
3929,2360,"tcx_control"
3254,1766,"tcx_control"
3471,2350,"tcx_control"
2514,1605,"tcx_control"
4064,2213,"tcx_control"
5473,2871,"tcx_control"
4008,2310,"tcx_control"
2331,1557,"tcx_control"
3456,1876,"tcx_control"
2966,1606,"tcx_control"
3437,1849,"tcx_control"
2935,1588,"tcx_control"
3240,1916,"tcx_control"
3454,1894,"tcx_control"
3577,1948,"tcx_control"
3223,1791,"tcx_control"
3640,1916,"tcx_control"
1927,1092,"tcx_control"
3646,1845,"tcx_control"
3586,2229,"tcx_control"
2549,1365,"tcx_control"
2775,1894,"tcx_control"
3550,1717,"tcx_control"
3889,1937,"tcx_control"
4114,2444,"tcx_control"
2257,1244,"tcx_control"
2832,1643,"tcx_control"
2902,1601,"tcx_control"
2861,1423,"tcx_control"
4073,2309,"tcx_control"
3989,2258,"tcx_control"
3535,1923,"tcx_control"
2401,1404,"tcx_control"
3479,1910,"tcx_control"
2503,1682,"tcx_control"
3634,1868,"tcx_control"
3527,2006,"tcx_control"
2711,1456,"tcx_control"
2830,1607,"tcx_control"
3335,1841,"tcx_control"
3483,1728,"tcx_control"
3202,1928,"tcx_control"
2668,1893,"tcx_control"
3983,2423,"tcx_control"
3070,1775,"tcx_control"
2785,2019,"tcx_control"
4198,2637,"tcx_control"
3071,1755,"tcx_control"
3522,1892,"tcx_control"
3032,1662,"tcx_control"
2252,1259,"tcx_control"
3582,1897,"tcx_control"
4030,2122,"tcx_control"
4352,2754,"tcx_control"
3701,2077,"tcx_control"
3015,1859,"tcx_control"
2573,1288,"tcx_control"
3348,1947,"tcx_control"
2803,1360,"tcx_control"
3701,2260,"tcx_control"
4378,2467,"tcx_control"
3601,1741,"tcx_control"
3589,2153,"tcx_control"
3803,2195,"tcx_control"
3566,2284,"tcx_control"
2461,1419,"tcx_control"
3470,2004,"tcx_control"
3674,1734,"tcx_control"
3486,2007,"tcx_control"
3457,1875,"tcx_control"
2781,1526,"tcx_control"
3279,1867,"tcx_control"
2775,1567,"tcx_control"
3419,2042,"tcx_control"
2784,1346,"tcx_control"
3362,1875,"tcx_control"
2547,1570,"tcx_control"
3567,1737,"tcx_control"
3116,1543,"tcx_control"
3360,1801,"tcx_control"
3882,2270,"tcx_control"
2774,1876,"tcx_control"
2892,1628,"tcx_control"
2965,1804,"tcx_control"
3371,1946,"tcx_control"
3746,1969,"tcx_control"
3270,1820,"tcx_control"
4058,2482,"tcx_control"
4056,2407,"tcx_control"
2093,1366,"tcx_control"
2768,1458,"tcx_control"
3233,1880,"tcx_control"
2280,1199,"tcx_control"
3880,1782,"tcx_control"
3233,2215,"tcx_control"
3555,2176,"tcx_control"
3835,2210,"tcx_control"
2881,1504,"tcx_control"
3147,1609,"tcx_control"
3320,2058,"tcx_control"
2665,1535,"tcx_control"
2467,1333,"tcx_control"
2832,1527,"tcx_control"
2750,1636,"tcx_control"
2708,1646,"tcx_control"
3543,2135,"tcx_control"
3546,1919,"tcx_control"
2958,1724,"tcx_control"
3630,1895,"tcx_control"
3325,1547,"tcx_control"
5212,2949,"tcx_control"
3171,1594,"tcx_control"
3174,2247,"tcx_control"
2933,1862,"tcx_control"
3080,1930,"tcx_control"
2494,1407,"tcx_control"
3520,1628,"tcx_control"
3005,1406,"tcx_control"
4016,2184,"tcx_control"
4363,2310,"tcx_control"
3627,1854,"tcx_control"
4132,2301,"tcx_control"
3675,2067,"tcx_control"
3444,1806,"tcx_control"
2673,1746,"tcx_control"
4392,2520,"tcx_control"
4230,2604,"tcx_control"
3993,2266,"tcx_control"
3358,2156,"tcx_control"
4915,2684,"tcx_control"
3037,1764,"tcx_control"
3088,1723,"tcx_control"
3395,2039,"tcx_control"
2892,1347,"tcx_control"
3587,2420,"tcx_control"
4135,2331,"tcx_control"
4117,2444,"tcx_control"
3514,1848,"tcx_control"
3186,1806,"tcx_control"
3679,1971,"tcx_control"
3016,1507,"tcx_control"
3423,1950,"tcx_control"
2788,1751,"tcx_control"
2529,1217,"tcx_control"
4638,2716,"tcx_control"
2775,1472,"tcx_control"
3178,1687,"tcx_control"
3505,1999,"tcx_control"
2357,1222,"tcx_control"
3414,1994,"tcx_control"
3243,2368,"tcx_control"
4299,2404,"tcx_control"
2818,1706,"tcx_control"
3508,2188,"tcx_control"
3294,1604,"tcx_control"
3508,2076,"tcx_control"
2724,1459,"tcx_control"
4171,2245,"tcx_control"
3496,2006,"tcx_control"
3109,1519,"tcx_control"
3461,2050,"tcx_control"
3369,2305,"tcx_control"
4227,2341,"tcx_control"
4978,2725,"tcx_control"
3103,1896,"tcx_control"
3664,2340,"tcx_control"
1601,791,"tcx_control"
3021,1517,"tcx_control"
3337,1850,"tcx_control"
3586,1777,"tcx_control"
3118,1531,"tcx_control"
3016,1715,"tcx_control"
2608,1457,"tcx_control"
3270,1887,"tcx_control"
2774,1358,"tcx_control"
2763,1682,"tcx_control"
2503,1384,"tcx_control"
3516,2227,"tcx_control"
3794,1919,"tcx_control"
2825,1475,"tcx_control"
3102,1551,"tcx_control"
2725,1532,"tcx_control"
4342,2583,"tcx_control"
3070,1923,"tcx_control"
2792,2108,"tcx_control"
2667,1475,"tcx_control"
3057,1792,"tcx_control"
2218,985,"tcx_control"
3536,1828,"tcx_control"
3004,1752,"tcx_control"
2203,1106,"tcx_control"
3803,2121,"tcx_control"
3094,1640,"tcx_control"
3565,2097,"tcx_control"
3716,2173,"tcx_control"
3600,2055,"tcx_control"
2875,1628,"tcx_control"
2738,1389,"tcx_control"
2839,1764,"tcx_control"
3882,2083,"tcx_control"
3501,2455,"tcx_control"
3771,2150,"tcx_control"
3287,1724,"tcx_control"
4849,2704,"tcx_control"
3048,1577,"tcx_control"
2913,1583,"tcx_control"
3706,2106,"tcx_control"
3273,1801,"tcx_control"
4297,2334,"tcx_control"
2801,1719,"tcx_control"
2385,1158,"tcx_control"
4217,2343,"tcx_control"
2999,1641,"tcx_control"
3470,2040,"tcx_control"
2814,1573,"tcx_control"
3704,1737,"tcx_control"
2962,1608,"tcx_control"
3300,1878,"tcx_control"
4939,2647,"tcx_control"
2358,1168,"tcx_control"
4660,3032,"tcx_control"
3326,2046,"tcx_control"
4348,2394,"tcx_control"
2371,1513,"tcx_control"
3324,1704,"tcx_control"
4193,2519,"tcx_control"
4413,2351,"tcx_control"
3791,2261,"tcx_control"
2887,1776,"tcx_control"
3569,2590,"tcx_control"
3514,2043,"tcx_control"
3446,2185,"tcx_control"
2683,1425,"tcx_control"
3137,1775,"tcx_control"
3657,2224,"tcx_control"
2618,1633,"tcx_control"
3283,1676,"tcx_control"
2556,1592,"tcx_control"
3343,2112,"tcx_control"
3082,1720,"tcx_control"
3064,1928,"tcx_control"
3186,1719,"tcx_control"
3223,1513,"tcx_control"
4696,2256,"tcx_control"
1433,675,"tcx_control"
3840,2637,"tcx_control"
4374,2444,"tcx_control"
2984,1756,"tcx_control"
3621,1904,"tcx_control"
3697,1654,"tcx_control"
4456,2295,"tcx_control"
3305,1840,"tcx_control"
2770,1629,"tcx_control"
3168,1662,"tcx_control"
3365,2036,"tcx_control"
3306,1779,"tcx_control"
2325,1213,"tcx_control"
3065,1797,"tcx_control"
3229,1518,"tcx_control"
2293,1374,"tcx_control"
2948,1193,"tcx_control"
3791,1923,"tcx_control"
3182,1493,"tcx_control"
3598,2210,"tcx_control"
2960,1592,"tcx_control"
3668,1709,"tcx_control"
3237,2137,"tcx_control"
2386,1454,"tcx_control"
2308,1415,"tcx_control"
3166,1856,"tcx_control"
4215,2151,"tcx_control"
3527,2128,"tcx_control"
3417,1952,"tcx_control"
3749,1839,"tcx_control"
3382,1599,"tcx_control"
2750,1504,"tcx_control"
3779,2329,"tcx_control"
3174,1649,"tcx_control"
2980,1805,"tcx_control"
3736,2832,"tcx_control"
3083,1799,"tcx_control"
2872,1321,"tcx_control"
4884,2941,"tcx_control"
3633,2337,"tcx_control"
3165,2135,"tcx_control"
2263,1194,"tcx_control"
4034,2234,"tcx_control"
2827,1704,"tcx_control"
3851,2390,"tcx_control"
3543,2069,"tcx_control"
3824,2218,"tcx_control"
3037,1807,"tcx_control"
3570,2035,"tcx_control"
4058,2216,"tcx_control"
3222,1881,"tcx_control"
2997,1637,"tcx_control"
3624,2032,"tcx_control"
3271,1905,"tcx_control"
3926,2380,"tcx_control"
3359,1634,"tcx_control"
3894,2007,"tcx_control"
3695,2226,"tcx_control"
3450,1934,"tcx_control"
3161,1604,"tcx_control"
2788,1841,"tcx_control"
2755,1412,"tcx_control"
2968,1855,"tcx_control"
2542,1391,"tcx_control"
3925,2475,"tcx_control"
2754,1951,"tcx_control"
2391,1213,"tcx_control"
3108,1528,"tcx_control"
2308,1499,"tcx_control"
3791,2137,"tcx_control"
3019,1811,"tcx_control"
2957,1745,"tcx_control"
3148,1883,"tcx_control"
2868,1943,"tcx_control"
2603,1277,"tcx_control"
4758,2430,"tcx_control"
4880,2889,"tcx_control"
2177,1043,"tcx_control"
3520,2103,"tcx_control"
2905,1635,"tcx_control"
3358,2019,"tcx_control"
4243,2436,"tcx_control"
2871,1342,"tcx_control"
3129,2107,"tcx_control"
2600,1460,"tcx_control"
3529,2586,"tcx_control"
3114,1455,"tcx_control"
3037,1815,"tcx_control"
3686,1839,"tcx_control"
2525,1650,"tcx_control"
3128,1800,"tcx_control"
3287,1711,"tcx_control"
3905,2220,"tcx_control"
3150,1748,"tcx_control"
2848,1576,"tcx_control"
3608,2031,"tcx_control"
2746,1501,"tcx_control"
4008,2404,"tcx_control"
3047,1619,"tcx_control"
2381,1105,"tcx_control"
3739,2576,"tcx_control"
3039,1645,"tcx_control"
2534,1588,"tcx_control"
3448,1955,"tcx_control"
3157,1769,"tcx_control"
4217,2247,"tcx_control"
3037,2001,"tcx_control"
4115,2277,"tcx_control"
3192,1735,"tcx_control"
3564,1990,"tcx_control"
3782,1985,"tcx_control"
2655,1537,"tcx_control"
3738,1791,"tcx_control"
3111,1574,"tcx_control"
4100,2486,"tcx_control"
2516,1379,"tcx_control"
4268,2476,"tcx_control"
3262,1810,"tcx_control"
3800,2249,"tcx_control"
4399,2286,"tcx_control"
4889,2303,"tcx_control"
2692,1473,"tcx_control"
2651,1620,"tcx_control"
4092,2405,"tcx_control"
3476,1945,"tcx_control"
2602,1578,"tcx_control"
3997,2284,"tcx_control"
4072,2274,"tcx_control"
3089,2029,"tcx_control"
3823,2395,"tcx_control"
2828,1748,"tcx_control"
2933,1419,"tcx_control"
4233,2178,"tcx_control"
2398,1407,"tcx_control"
2095,1584,"tcx_control"
3874,2121,"tcx_control"
2087,1371,"tcx_control"
3651,2059,"tcx_control"
2050,837,"tcx_control"
2520,1573,"tcx_control"
2633,1685,"tcx_control"
3265,1596,"tcx_control"
1790,811,"tcx_control"
2916,1641,"tcx_control"
4230,2680,"tcx_control"
3351,2452,"tcx_control"
3535,2050,"tcx_control"
3352,2046,"tcx_control"
2906,1803,"tcx_control"
3973,1940,"tcx_control"
3746,1793,"tcx_control"
3371,1701,"tcx_control"
2829,1730,"tcx_control"
3909,1984,"tcx_control"
3014,1866,"tcx_control"
2466,1306,"tcx_control"
4278,2158,"tcx_control"
3187,1887,"tcx_control"
3841,2386,"tcx_control"
2284,1673,"tcx_control"
3837,2178,"tcx_control"
2441,1226,"tcx_control"
3337,2101,"tcx_control"
2889,1710,"tcx_control"
2640,1613,"tcx_control"
2586,1589,"tcx_control"
3579,1979,"tcx_control"
3665,2165,"tcx_control"
3847,2215,"tcx_control"
3681,2096,"tcx_control"
3734,2139,"tcx_control"
2322,1163,"tcx_control"
2472,1344,"tcx_control"
3413,1700,"tcx_control"
3059,1677,"tcx_control"
2346,1246,"tcx_control"
3456,1745,"tcx_control"
4826,3308,"tcx_control"
3402,1711,"tcx_control"
2627,1128,"tcx_control"
3497,2041,"tcx_control"
2579,1452,"tcx_control"
3481,1863,"tcx_control"
3579,1903,"tcx_control"
4420,2200,"tcx_control"
3054,1677,"tcx_control"
3019,1556,"tcx_control"
4788,2907,"tcx_control"
2435,1299,"tcx_control"
3614,1854,"tcx_control"
3453,2343,"tcx_control"
2818,1510,"tcx_control"
2406,1135,"tcx_control"
3327,1605,"tcx_control"
3471,1971,"tcx_control"
3376,2083,"tcx_control"
2487,1263,"tcx_control"
3012,1583,"tcx_control"
1941,892,"tcx_control"
3513,1969,"tcx_control"
2193,1456,"tcx_control"
3696,2359,"tcx_control"
3767,2419,"tcx_control"
3421,1981,"tcx_control"
2817,1759,"tcx_control"
4496,2254,"tcx_control"
3535,2307,"tcx_control"
2986,1753,"tcx_control"
2692,1441,"tcx_control"
3326,1744,"tcx_control"
3176,1796,"tcx_control"
2770,1393,"tcx_control"
3222,1693,"tcx_control"
4629,2667,"tcx_control"
3223,1979,"tcx_control"
2913,1615,"tcx_control"
3926,2377,"tcx_control"
3064,1946,"tcx_control"
5263,3194,"tcx_control"
3650,2156,"tcx_control"
3760,2230,"tcx_control"
3615,2127,"tcx_control"
4773,2670,"tcx_control"
3933,2744,"tcx_control"
2814,1709,"tcx_control"
3695,2146,"tcx_control"
3915,2110,"tcx_control"
3912,2268,"tcx_control"
2657,1376,"tcx_control"
3217,1962,"tcx_control"
4453,2475,"tcx_control"
3855,1977,"tcx_control"
3327,2087,"tcx_control"
2893,1589,"tcx_control"
3908,2324,"tcx_control"
3642,2013,"tcx_control"
3540,2089,"tcx_control"
2859,1673,"tcx_control"
4686,2554,"tcx_control"
3824,2454,"tcx_control"
4288,2096,"tcx_control"
3513,2178,"tcx_control"
3819,2236,"tcx_control"
3148,1964,"tcx_control"
4129,2442,"tcx_control"
3804,2196,"tcx_control"
3239,1788,"tcx_control"
3024,1685,"tcx_control"
3636,2189,"tcx_control"
3171,1823,"tcx_control"
3502,1971,"tcx_control"
2630,1459,"tcx_control"
3603,2032,"tcx_control"
4057,2218,"tcx_control"
2770,1545,"tcx_control"
3057,1495,"tcx_control"
3516,2088,"tcx_control"
1980,1119,"tcx_control"
3730,2017,"tcx_control"
3047,1684,"tcx_control"
2799,1581,"tcx_control"
3112,2008,"tcx_control"
3136,2149,"tcx_control"
1762,744,"tcx_control"
3115,1771,"tcx_control"
3310,1681,"tcx_control"
2807,1528,"tcx_control"
3260,2125,"tcx_control"
3475,2202,"tcx_control"
3340,1852,"tcx_control"
4294,2371,"tcx_control"
3263,1894,"tcx_control"
2718,1478,"tcx_control"
3131,1795,"tcx_control"
2857,1555,"tcx_control"
4334,2658,"tcx_control"
3848,2071,"tcx_control"
3712,2219,"tcx_control"
2748,1556,"tcx_control"
2575,1561,"tcx_control"
3745,1821,"tcx_control"
2933,1719,"tcx_control"
2293,1215,"tcx_control"
2917,1450,"tcx_control"
2199,925,"tcx_control"
3530,2217,"tcx_control"
3218,1676,"tcx_control"
3342,1904,"tcx_control"
3908,2141,"tcx_control"
3053,1519,"tcx_control"
3029,1730,"tcx_control"
3847,2180,"tcx_control"
2899,1538,"tcx_control"
3182,1651,"tcx_control"
4153,2095,"tcx_control"
2982,1734,"tcx_control"
2771,1594,"tcx_control"
3319,1982,"tcx_control"
3829,2208,"tcx_control"
2151,1275,"tcx_control"
2501,1639,"tcx_control"
2645,1806,"tcx_control"
3692,1806,"tcx_control"
2970,1599,"tcx_control"
3320,1646,"tcx_control"
3299,1413,"tcx_control"
4449,2537,"tcx_control"
3261,1736,"tcx_control"
2441,1190,"tcx_control"
3862,1947,"tcx_control"
3064,1707,"tcx_control"
2432,1156,"tcx_control"
4420,2766,"tcx_control"
