"geneName","teName","coef","pair","group","age","teFamily","znfAge","teAge"
"ZNF425","MER11B",0.584338647005547,"MER11B:ZNF425","positive","young","ERVK","old","young"
"ZNF425","MLT1A1",0.570149909319707,"MLT1A1:ZNF425","positive","old","ERVL-MaLR","old","old"
"ZNF425","MSTB1",0.756938536210126,"MSTB1:ZNF425","positive","old","ERVL-MaLR","old","old"
"ZNF736","HUERS-P3b-int",0.78690267524235,"HUERS-P3b-int:ZNF736","positive","young","ERV1","young","old"
"ZNF736","LTR12C",0.691466092207017,"LTR12C:ZNF736","positive","young","ERV1","young","young"
"ZNF736","LTR12D",0.5797166637038,"LTR12D:ZNF736","positive","young","ERV1","young","young"
"ZNF736","LTR1D",0.625365132357587,"LTR1D:ZNF736","positive","young","ERV1","young","young"
"ZNF736","LTR27B",0.62451539412957,"LTR27B:ZNF736","positive","young","ERV1","young","young"
"ZNF736","LTR9",0.640549979788044,"LTR9:ZNF736","positive","young","ERV1","young","young"
"ZNF736","MER11D",0.669229704015826,"MER11D:ZNF736","positive","young","ERVK","young","young"
"ZNF736","MER52A",0.700817119285437,"MER52A:ZNF736","positive","young","ERV1","young","old"
"ZNF736","MER52C",0.650747557180308,"MER52C:ZNF736","positive","young","ERV1","young","old"
"ZNF736","MER9a2",0.714261871700521,"MER9a2:ZNF736","positive","young","ERVK","young","young"
"ZNF736","MLT1J1",0.582151361309906,"MLT1J1:ZNF736","positive","young","ERVL-MaLR","young","old"
"ZNF736","MLT1J2",0.716947714139307,"MLT1J2:ZNF736","positive","young","ERVL-MaLR","young","old"
"ZNF736","MSTA-int",0.691600643189766,"MSTA-int:ZNF736","positive","young","ERVL-MaLR","young","old"
"ZNF736","SVA_D",0.598331139477533,"SVA_D:ZNF736","positive","young","SVA","young","young"
"ZNF736","SVA_E",0.572627724597544,"SVA_E:ZNF736","positive","young","SVA","young","young"
"ZNF737","HERVK14-int",0.685876789582057,"HERVK14-int:ZNF737","positive","young","ERVK","young","old"
"ZNF432","HERVK3-int",-0.701985788489632,"HERVK3-int:ZNF432","negative","old","ERVK","old","old"
"ZNF432","MER57C1",-0.710331241232231,"MER57C1:ZNF432","negative","old","ERV1","old","old"
"ZNF10","L1M4",-0.586001239279481,"L1M4:ZNF10","negative","old","L1","old","old"
"ZNF10","L1MEd",-0.581457318622196,"L1MEd:ZNF10","negative","old","L1","old","old"
"ZNF10","L1P1",-0.700787189544352,"L1P1:ZNF10","negative","old","L1","old","old"
"ZNF10","L1P3",-0.718635876046558,"L1P3:ZNF10","negative","old","L1","old","old"
"ZNF10","L1PA10",-0.580853632569334,"L1PA10:ZNF10","negative","old","L1","old","old"
"ZNF10","L1PA15",-0.564706063677146,"L1PA15:ZNF10","negative","old","L1","old","old"
"ZNF10","L1PA4",-0.560296549973891,"L1PA4:ZNF10","negative","old","L1","old","old"
"ZNF10","L1PA6",-0.652238573599691,"L1PA6:ZNF10","negative","old","L1","old","old"
"ZNF10","L1PA7",-0.769880344865704,"L1PA7:ZNF10","negative","old","L1","old","old"
"ZNF10","L1PREC2",-0.54972019691209,"L1PREC2:ZNF10","negative","old","L1","old","old"
"ZNF10","MLT1B",0.804359673350885,"MLT1B:ZNF10","positive","old","ERVL-MaLR","old","old"
"ZNF224","AluJb",0.703176764391452,"AluJb:ZNF224","positive","old","Alu","old","old"
"ZNF224","AluJr",0.679680147104691,"AluJr:ZNF224","positive","old","Alu","old","old"
"ZNF224","HERVIP10FH-int",0.557139333455177,"HERVIP10FH-int:ZNF224","positive","old","ERV1","old","old"
"ZNF2","HUERS-P3-int",0.688723169431208,"HUERS-P3-int:ZNF2","positive","old","ERV1","old","old"
"ZNF2","HUERS-P3b-int",0.640621393875085,"HUERS-P3b-int:ZNF2","positive","old","ERV1","old","old"
"ZNF2","LTR12C",0.728631197220644,"LTR12C:ZNF2","positive","young","ERV1","old","young"
"ZNF2","LTR12D",0.623821357375162,"LTR12D:ZNF2","positive","young","ERV1","old","young"
"ZNF2","LTR12E",0.537013452397071,"LTR12E:ZNF2","positive","young","ERV1","old","young"
"ZNF2","LTR13",0.555044107513269,"LTR13:ZNF2","positive","young","ERVK","old","young"
"ZNF2","LTR41B",0.594273863287825,"LTR41B:ZNF2","positive","old","ERVL","old","old"
"ZNF2","LTR50",0.684290335203683,"LTR50:ZNF2","positive","old","ERVL","old","old"
"ZNF2","MER66B",0.680253074432556,"MER66B:ZNF2","positive","young","ERV1","old","young"
"ZNF2","MSTA-int",0.683187993896023,"MSTA-int:ZNF2","positive","old","ERVL-MaLR","old","old"
"ZNF2","Tigger16a",0.589396492732841,"Tigger16a:ZNF2","positive","old","TcMar-Tigger","old","old"
