"label","group","count"
"cbe_control","all",11538
"cbe_control","positive",5636
"cbe_control","negative",3495
"cbe_control","all",9131
"cbe_control","positive",5924
"cbe_control","negative",3582
"cbe_control","all",9506
"cbe_control","positive",5303
"cbe_control","negative",3187
"cbe_control","all",8490
"cbe_control","positive",5139
"cbe_control","negative",3202
"cbe_control","all",8341
"cbe_control","positive",6714
"cbe_control","negative",4226
"cbe_control","all",10940
"cbe_control","positive",6590
"cbe_control","negative",4601
"cbe_control","all",11191
"cbe_control","positive",6312
"cbe_control","negative",4049
"cbe_control","all",10361
"cbe_control","positive",5033
"cbe_control","negative",3107
"cbe_control","all",8140
"cbe_control","positive",5048
"cbe_control","negative",3079
"cbe_control","all",8127
"cbe_control","positive",6206
"cbe_control","negative",3844
"cbe_control","all",10050
"cbe_control","positive",4728
"cbe_control","negative",3224
"cbe_control","all",7952
"cbe_control","positive",6361
"cbe_control","negative",4066
"cbe_control","all",10427
"cbe_control","positive",5398
"cbe_control","negative",3410
"cbe_control","all",8808
"cbe_control","positive",5430
"cbe_control","negative",3673
"cbe_control","all",9103
"cbe_control","positive",5967
"cbe_control","negative",3905
"cbe_control","all",9872
"cbe_control","positive",5635
"cbe_control","negative",3986
"cbe_control","all",9621
"cbe_control","positive",4752
"cbe_control","negative",3036
"cbe_control","all",7788
"cbe_control","positive",4297
"cbe_control","negative",2628
"cbe_control","all",6925
"cbe_control","positive",5749
"cbe_control","negative",4024
"cbe_control","all",9773
"cbe_control","positive",4643
"cbe_control","negative",2826
"cbe_control","all",7469
"cbe_control","positive",5173
"cbe_control","negative",3272
"cbe_control","all",8445
"cbe_control","positive",6959
"cbe_control","negative",4628
"cbe_control","all",11587
"cbe_control","positive",4603
"cbe_control","negative",2918
"cbe_control","all",7521
"cbe_control","positive",5115
"cbe_control","negative",3341
"cbe_control","all",8456
"cbe_control","positive",5249
"cbe_control","negative",3376
"cbe_control","all",8625
"cbe_control","positive",5191
"cbe_control","negative",3286
"cbe_control","all",8477
"cbe_control","positive",4973
"cbe_control","negative",3045
"cbe_control","all",8018
"cbe_control","positive",5494
"cbe_control","negative",3632
"cbe_control","all",9126
"cbe_control","positive",5155
"cbe_control","negative",2931
"cbe_control","all",8086
"cbe_control","positive",3499
"cbe_control","negative",2005
"cbe_control","all",5504
"cbe_control","positive",4518
"cbe_control","negative",2783
"cbe_control","all",7301
"cbe_control","positive",6191
"cbe_control","negative",3886
"cbe_control","all",10077
"cbe_AD","positive",3163
"cbe_AD","negative",1458
"cbe_AD","all",4621
"cbe_AD","positive",3769
"cbe_AD","negative",1739
"cbe_AD","all",5508
"cbe_AD","positive",3620
"cbe_AD","negative",1579
"cbe_AD","all",5199
"cbe_AD","positive",3568
"cbe_AD","negative",1503
"cbe_AD","all",5071
"cbe_AD","positive",2150
"cbe_AD","negative",853
"cbe_AD","all",3003
"cbe_AD","positive",3674
"cbe_AD","negative",1749
"cbe_AD","all",5423
"cbe_AD","positive",2915
"cbe_AD","negative",1237
"cbe_AD","all",4152
"cbe_AD","positive",4293
"cbe_AD","negative",2111
"cbe_AD","all",6404
"cbe_AD","positive",2963
"cbe_AD","negative",1532
"cbe_AD","all",4495
"cbe_AD","positive",4407
"cbe_AD","negative",1985
"cbe_AD","all",6392
"cbe_AD","positive",3334
"cbe_AD","negative",1622
"cbe_AD","all",4956
"cbe_AD","positive",3652
"cbe_AD","negative",1676
"cbe_AD","all",5328
"cbe_AD","positive",2860
"cbe_AD","negative",1207
"cbe_AD","all",4067
"cbe_AD","positive",3477
"cbe_AD","negative",1651
"cbe_AD","all",5128
"cbe_AD","positive",3963
"cbe_AD","negative",1961
"cbe_AD","all",5924
"cbe_AD","positive",2999
"cbe_AD","negative",1419
"cbe_AD","all",4418
"cbe_AD","positive",3222
"cbe_AD","negative",1453
"cbe_AD","all",4675
"cbe_AD","positive",2874
"cbe_AD","negative",1439
"cbe_AD","all",4313
"cbe_AD","positive",2546
"cbe_AD","negative",968
"cbe_AD","all",3514
"cbe_AD","positive",3295
"cbe_AD","negative",1641
"cbe_AD","all",4936
"cbe_AD","positive",3183
"cbe_AD","negative",1519
"cbe_AD","all",4702
"cbe_AD","positive",2280
"cbe_AD","negative",971
"cbe_AD","all",3251
"cbe_AD","positive",3979
"cbe_AD","negative",2006
"cbe_AD","all",5985
"cbe_AD","positive",3546
"cbe_AD","negative",1690
"cbe_AD","all",5236
"cbe_AD","positive",2903
"cbe_AD","negative",1294
"cbe_AD","all",4197
"cbe_AD","positive",4516
"cbe_AD","negative",1952
"cbe_AD","all",6468
"cbe_AD","positive",3162
"cbe_AD","negative",1593
"cbe_AD","all",4755
"cbe_AD","positive",3750
"cbe_AD","negative",1906
"cbe_AD","all",5656
"cbe_AD","positive",5385
"cbe_AD","negative",2492
"cbe_AD","all",7877
"cbe_AD","positive",2052
"cbe_AD","negative",1102
"cbe_AD","all",3154
"cbe_AD","positive",3699
"cbe_AD","negative",1802
"cbe_AD","all",5501
"cbe_AD","positive",4013
"cbe_AD","negative",1982
"cbe_AD","all",5995
"cbe_AD","positive",3810
"cbe_AD","negative",1847
"cbe_AD","all",5657
"cbe_AD","positive",3575
"cbe_AD","negative",1645
"cbe_AD","all",5220
"cbe_AD","positive",3132
"cbe_AD","negative",1476
"cbe_AD","all",4608
"cbe_AD","positive",4415
"cbe_AD","negative",2322
"cbe_AD","all",6737
"cbe_AD","positive",3673
"cbe_AD","negative",1507
"cbe_AD","all",5180
"cbe_AD","positive",3250
"cbe_AD","negative",1711
"cbe_AD","all",4961
"cbe_AD","positive",3500
"cbe_AD","negative",1822
"cbe_AD","all",5322
"cbe_AD","positive",4065
"cbe_AD","negative",1860
"cbe_AD","all",5925
"cbe_AD","positive",3348
"cbe_AD","negative",1583
"cbe_AD","all",4931
"cbe_AD","positive",3757
"cbe_AD","negative",1522
"cbe_AD","all",5279
"cbe_AD","positive",2603
"cbe_AD","negative",1271
"cbe_AD","all",3874
"cbe_AD","positive",3555
"cbe_AD","negative",1675
"cbe_AD","all",5230
"cbe_AD","positive",2380
"cbe_AD","negative",1254
"cbe_AD","all",3634
"cbe_AD","positive",2505
"cbe_AD","negative",1251
"cbe_AD","all",3756
"cbe_AD","positive",2600
"cbe_AD","negative",1341
"cbe_AD","all",3941
"cbe_AD","positive",3845
"cbe_AD","negative",1468
"cbe_AD","all",5313
"cbe_AD","positive",4229
"cbe_AD","negative",1915
"cbe_AD","all",6144
"cbe_AD","positive",4122
"cbe_AD","negative",1818
"cbe_AD","all",5940
"cbe_AD","positive",5133
"cbe_AD","negative",2396
"cbe_AD","all",7529
"cbe_AD","positive",3032
"cbe_AD","negative",1337
"cbe_AD","all",4369
"cbe_AD","positive",3772
"cbe_AD","negative",1550
"cbe_AD","all",5322
"cbe_AD","positive",3013
"cbe_AD","negative",1270
"cbe_AD","all",4283
"cbe_AD","positive",2629
"cbe_AD","negative",1371
"cbe_AD","all",4000
"cbe_AD","positive",2707
"cbe_AD","negative",1241
"cbe_AD","all",3948
"cbe_AD","positive",4939
"cbe_AD","negative",2084
"cbe_AD","all",7023
"cbe_AD","positive",2533
"cbe_AD","negative",1162
"cbe_AD","all",3695
"cbe_AD","positive",4265
"cbe_AD","negative",1956
"cbe_AD","all",6221
"cbe_AD","positive",3646
"cbe_AD","negative",1759
"cbe_AD","all",5405
"cbe_AD","positive",2408
"cbe_AD","negative",1179
"cbe_AD","all",3587
"cbe_AD","positive",3098
"cbe_AD","negative",1407
"cbe_AD","all",4505
"cbe_AD","positive",3554
"cbe_AD","negative",1905
"cbe_AD","all",5459
"cbe_AD","positive",4021
"cbe_AD","negative",1892
"cbe_AD","all",5913
"cbe_AD","positive",3768
"cbe_AD","negative",1863
"cbe_AD","all",5631
"cbe_AD","positive",2740
"cbe_AD","negative",1295
"cbe_AD","all",4035
"cbe_AD","positive",3358
"cbe_AD","negative",1595
"cbe_AD","all",4953
"cbe_AD","positive",3585
"cbe_AD","negative",1790
"cbe_AD","all",5375
"cbe_AD","positive",4090
"cbe_AD","negative",1968
"cbe_AD","all",6058
"cbe_AD","positive",2950
"cbe_AD","negative",1229
"cbe_AD","all",4179
"cbe_AD","positive",2349
"cbe_AD","negative",1240
"cbe_AD","all",3589
"cbe_AD","positive",3806
"cbe_AD","negative",1634
"cbe_AD","all",5440
"cbe_AD","positive",4604
"cbe_AD","negative",2251
"cbe_AD","all",6855
"cbe_AD","positive",3592
"cbe_AD","negative",1610
"cbe_AD","all",5202
"cbe_AD","positive",2690
"cbe_AD","negative",1382
"cbe_AD","all",4072
"cbe_AD","positive",4443
"cbe_AD","negative",2206
"cbe_AD","all",6649
"cbe_AD","positive",4749
"cbe_AD","negative",2138
"cbe_AD","all",6887
"cbe_AD","positive",3920
"cbe_AD","negative",1671
"cbe_AD","all",5591
"cbe_AD","positive",2785
"cbe_AD","negative",1226
"cbe_AD","all",4011
"cbe_AD","positive",2973
"cbe_AD","negative",1343
"cbe_AD","all",4316
"cbe_AD","positive",5251
"cbe_AD","negative",2255
"cbe_AD","all",7506
"cbe_AD","positive",3124
"cbe_AD","negative",1523
"cbe_AD","all",4647
"cbe_AD","positive",3786
"cbe_AD","negative",1777
"cbe_AD","all",5563
"cbe_AD","positive",2721
"cbe_AD","negative",1166
"cbe_AD","all",3887
"cbe_AD","positive",4053
"cbe_AD","negative",1852
"cbe_AD","all",5905
"cbe_AD","positive",3565
"cbe_AD","negative",1656
"cbe_AD","all",5221
"cbe_AD","positive",3844
"cbe_AD","negative",1791
"cbe_AD","all",5635
"cbe_AD","positive",3467
"cbe_AD","negative",1566
"cbe_AD","all",5033
"cbe_AD","positive",2985
"cbe_AD","negative",1380
"cbe_AD","all",4365
"cbe_AD","positive",3063
"cbe_AD","negative",1396
"cbe_AD","all",4459
"cbe_AD","positive",4716
"cbe_AD","negative",2371
"cbe_AD","all",7087
"cbe_AD","positive",3816
"cbe_AD","negative",1896
"cbe_AD","all",5712
"cbe_AD","positive",2790
"cbe_AD","negative",1331
"cbe_AD","all",4121
"cbe_AD","positive",2981
"cbe_AD","negative",1192
"cbe_AD","all",4173
"cbe_AD","positive",3261
"cbe_AD","negative",1439
"cbe_AD","all",4700
"cbe_AD","positive",4585
"cbe_AD","negative",2321
"cbe_AD","all",6906
"cbe_AD","positive",3334
"cbe_AD","negative",1473
"cbe_AD","all",4807
"cbe_AD","positive",3568
"cbe_AD","negative",1518
"cbe_AD","all",5086
"cbe_AD","positive",4846
"cbe_AD","negative",2390
"cbe_AD","all",7236
"cbe_AD","positive",2905
"cbe_AD","negative",1115
"cbe_AD","all",4020
"cbe_AD","positive",4125
"cbe_AD","negative",2025
"cbe_AD","all",6150
"cbe_AD","positive",3443
"cbe_AD","negative",1642
"cbe_AD","all",5085
"cbe_AD","positive",4481
"cbe_AD","negative",2182
"cbe_AD","all",6663
"cbe_AD","positive",4691
"cbe_AD","negative",2151
"cbe_AD","all",6842
"cbe_AD","positive",4946
"cbe_AD","negative",2613
"cbe_AD","all",7559
"cbe_AD","positive",2125
"cbe_AD","negative",1032
"cbe_AD","all",3157
"cbe_AD","positive",2711
"cbe_AD","negative",1330
"cbe_AD","all",4041
"cbe_AD","positive",3848
"cbe_AD","negative",1752
"cbe_AD","all",5600
"cbe_AD","positive",3986
"cbe_AD","negative",1825
"cbe_AD","all",5811
"cbe_AD","positive",2615
"cbe_AD","negative",1315
"cbe_AD","all",3930
"cbe_AD","positive",3404
"cbe_AD","negative",1526
"cbe_AD","all",4930
"cbe_AD","positive",3394
"cbe_AD","negative",1788
"cbe_AD","all",5182
"cbe_AD","positive",3035
"cbe_AD","negative",1216
"cbe_AD","all",4251
"cbe_AD","positive",3512
"cbe_AD","negative",1630
"cbe_AD","all",5142
"cbe_AD","positive",3088
"cbe_AD","negative",1300
"cbe_AD","all",4388
"cbe_AD","positive",2828
"cbe_AD","negative",1308
"cbe_AD","all",4136
"cbe_AD","positive",5205
"cbe_AD","negative",2547
"cbe_AD","all",7752
"cbe_AD","positive",3229
"cbe_AD","negative",1562
"cbe_AD","all",4791
"cbe_AD","positive",2983
"cbe_AD","negative",1280
"cbe_AD","all",4263
"cbe_AD","positive",3243
"cbe_AD","negative",1593
"cbe_AD","all",4836
"cbe_AD","positive",4744
"cbe_AD","negative",2138
"cbe_AD","all",6882
"cbe_AD","positive",4517
"cbe_AD","negative",2248
"cbe_AD","all",6765
"cbe_AD","positive",3361
"cbe_AD","negative",1662
"cbe_AD","all",5023
"cbe_AD","positive",2231
"cbe_AD","negative",1070
"cbe_AD","all",3301
"cbe_AD","positive",2748
"cbe_AD","negative",998
"cbe_AD","all",3746
"cbe_AD","positive",3585
"cbe_AD","negative",1514
"cbe_AD","all",5099
"cbe_AD","positive",3393
"cbe_AD","negative",1744
"cbe_AD","all",5137
"cbe_AD","positive",3022
"cbe_AD","negative",1492
"cbe_AD","all",4514
"cbe_AD","positive",3488
"cbe_AD","negative",1878
"cbe_AD","all",5366
"cbe_AD","positive",3244
"cbe_AD","negative",1226
"cbe_AD","all",4470
"cbe_AD","positive",4488
"cbe_AD","negative",2101
"cbe_AD","all",6589
"cbe_AD","positive",4513
"cbe_AD","negative",2091
"cbe_AD","all",6604
"cbe_AD","positive",3769
"cbe_AD","negative",1934
"cbe_AD","all",5703
"cbe_AD","positive",3262
"cbe_AD","negative",1304
"cbe_AD","all",4566
"cbe_AD","positive",3579
"cbe_AD","negative",1671
"cbe_AD","all",5250
"cbe_AD","positive",2727
"cbe_AD","negative",1338
"cbe_AD","all",4065
"cbe_AD","positive",3229
"cbe_AD","negative",1548
"cbe_AD","all",4777
"cbe_AD","positive",2900
"cbe_AD","negative",1267
"cbe_AD","all",4167
"cbe_AD","positive",4245
"cbe_AD","negative",1957
"cbe_AD","all",6202
"cbe_AD","positive",2501
"cbe_AD","negative",1155
"cbe_AD","all",3656
"cbe_AD","positive",3358
"cbe_AD","negative",1658
"cbe_AD","all",5016
"cbe_AD","positive",2003
"cbe_AD","negative",895
"cbe_AD","all",2898
"cbe_AD","positive",4080
"cbe_AD","negative",1971
"cbe_AD","all",6051
"cbe_AD","positive",4639
"cbe_AD","negative",2043
"cbe_AD","all",6682
"cbe_AD","positive",2736
"cbe_AD","negative",1333
"cbe_AD","all",4069
"cbe_AD","positive",3208
"cbe_AD","negative",1589
"cbe_AD","all",4797
"cbe_AD","positive",3196
"cbe_AD","negative",1333
"cbe_AD","all",4529
"cbe_AD","positive",1756
"cbe_AD","negative",828
"cbe_AD","all",2584
"cbe_AD","positive",2810
"cbe_AD","negative",1257
"cbe_AD","all",4067
"cbe_AD","positive",3156
"cbe_AD","negative",1324
"cbe_AD","all",4480
"cbe_AD","positive",4206
"cbe_AD","negative",2026
"cbe_AD","all",6232
"cbe_AD","positive",4116
"cbe_AD","negative",1760
"cbe_AD","all",5876
"cbe_AD","positive",4340
"cbe_AD","negative",2118
"cbe_AD","all",6458
"cbe_AD","positive",3119
"cbe_AD","negative",1358
"cbe_AD","all",4477
"cbe_AD","positive",3828
"cbe_AD","negative",1749
"cbe_AD","all",5577
"cbe_AD","positive",4403
"cbe_AD","negative",2053
"cbe_AD","all",6456
"cbe_AD","positive",4167
"cbe_AD","negative",1816
"cbe_AD","all",5983
"cbe_AD","positive",2478
"cbe_AD","negative",1134
"cbe_AD","all",3612
"cbe_AD","positive",3144
"cbe_AD","negative",1462
"cbe_AD","all",4606
"cbe_AD","positive",2180
"cbe_AD","negative",1112
"cbe_AD","all",3292
"cbe_AD","positive",2782
"cbe_AD","negative",1345
"cbe_AD","all",4127
"cbe_AD","positive",2650
"cbe_AD","negative",1153
"cbe_AD","all",3803
"cbe_AD","positive",3018
"cbe_AD","negative",1300
"cbe_AD","all",4318
"cbe_AD","positive",4067
"cbe_AD","negative",1703
"cbe_AD","all",5770
"cbe_AD","positive",3231
"cbe_AD","negative",1664
"cbe_AD","all",4895
"cbe_AD","positive",4221
"cbe_AD","negative",1948
"cbe_AD","all",6169
"cbe_AD","positive",3264
"cbe_AD","negative",1518
"cbe_AD","all",4782
"cbe_AD","positive",3085
"cbe_AD","negative",1428
"cbe_AD","all",4513
"cbe_AD","positive",2948
"cbe_AD","negative",1145
"cbe_AD","all",4093
"cbe_AD","positive",3391
"cbe_AD","negative",1574
"cbe_AD","all",4965
"cbe_AD","positive",3901
"cbe_AD","negative",1842
"cbe_AD","all",5743
"cbe_AD","positive",4546
"cbe_AD","negative",2047
"cbe_AD","all",6593
"cbe_AD","positive",4229
"cbe_AD","negative",1865
"cbe_AD","all",6094
"cbe_AD","positive",3035
"cbe_AD","negative",1467
"cbe_AD","all",4502
"cbe_AD","positive",3146
"cbe_AD","negative",1354
"cbe_AD","all",4500
"cbe_AD","positive",2867
"cbe_AD","negative",1254
"cbe_AD","all",4121
"cbe_AD","positive",2523
"cbe_AD","negative",1181
"cbe_AD","all",3704
"cbe_AD","positive",3095
"cbe_AD","negative",1271
"cbe_AD","all",4366
"cbe_AD","positive",3150
"cbe_AD","negative",1357
"cbe_AD","all",4507
"cbe_AD","positive",3195
"cbe_AD","negative",1422
"cbe_AD","all",4617
"cbe_AD","positive",3211
"cbe_AD","negative",1393
"cbe_AD","all",4604
"cbe_AD","positive",3416
"cbe_AD","negative",1734
"cbe_AD","all",5150
"cbe_AD","positive",3606
"cbe_AD","negative",1673
"cbe_AD","all",5279
"cbe_AD","positive",2513
"cbe_AD","negative",1008
"cbe_AD","all",3521
"cbe_AD","positive",4187
"cbe_AD","negative",1929
"cbe_AD","all",6116
"cbe_AD","positive",2515
"cbe_AD","negative",1057
"cbe_AD","all",3572
"cbe_AD","positive",3228
"cbe_AD","negative",1566
"cbe_AD","all",4794
"cbe_AD","positive",3064
"cbe_AD","negative",1588
"cbe_AD","all",4652
"cbe_AD","positive",2956
"cbe_AD","negative",1156
"cbe_AD","all",4112
"cbe_AD","positive",2974
"cbe_AD","negative",1443
"cbe_AD","all",4417
"cbe_AD","positive",4311
"cbe_AD","negative",2160
"cbe_AD","all",6471
"cbe_AD","positive",4453
"cbe_AD","negative",2017
"cbe_AD","all",6470
"cbe_AD","positive",4004
"cbe_AD","negative",1951
"cbe_AD","all",5955
"cbe_AD","positive",4814
"cbe_AD","negative",2309
"cbe_AD","all",7123
"cbe_AD","positive",3197
"cbe_AD","negative",1452
"cbe_AD","all",4649
"cbe_AD","positive",3561
"cbe_AD","negative",1706
"cbe_AD","all",5267
"cbe_AD","positive",4505
"cbe_AD","negative",2047
"cbe_AD","all",6552
"cbe_AD","positive",4739
"cbe_AD","negative",2222
"cbe_AD","all",6961
"cbe_AD","positive",3108
"cbe_AD","negative",1339
"cbe_AD","all",4447
"cbe_AD","positive",3960
"cbe_AD","negative",1803
"cbe_AD","all",5763
"cbe_AD","positive",3386
"cbe_AD","negative",1547
"cbe_AD","all",4933
"cbe_AD","positive",4560
"cbe_AD","negative",2338
"cbe_AD","all",6898
"cbe_AD","positive",2722
"cbe_AD","negative",1167
"cbe_AD","all",3889
"cbe_AD","positive",3644
"cbe_AD","negative",1801
"cbe_AD","all",5445
"cbe_AD","positive",3851
"cbe_AD","negative",1910
"cbe_AD","all",5761
"cbe_AD","positive",2498
"cbe_AD","negative",1242
"cbe_AD","all",3740
"cbe_AD","positive",2708
"cbe_AD","negative",1335
"cbe_AD","all",4043
"cbe_AD","positive",4216
"cbe_AD","negative",1758
"cbe_AD","all",5974
"cbe_AD","positive",2973
"cbe_AD","negative",1403
"cbe_AD","all",4376
"cbe_AD","positive",3822
"cbe_AD","negative",1748
"cbe_AD","all",5570
"cbe_AD","positive",3365
"cbe_AD","negative",1689
"cbe_AD","all",5054
"cbe_AD","positive",3408
"cbe_AD","negative",1795
"cbe_AD","all",5203
"cbe_AD","positive",3111
"cbe_AD","negative",1241
"cbe_AD","all",4352
"cbe_AD","positive",2176
"cbe_AD","negative",1081
"cbe_AD","all",3257
"cbe_AD","positive",5101
"cbe_AD","negative",2554
"cbe_AD","all",7655
"cbe_AD","positive",3131
"cbe_AD","negative",1341
"cbe_AD","all",4472
"cbe_AD","positive",3845
"cbe_AD","negative",1658
"cbe_AD","all",5503
"cbe_AD","positive",2998
"cbe_AD","negative",1196
"cbe_AD","all",4194
"cbe_AD","positive",3066
"cbe_AD","negative",1372
"cbe_AD","all",4438
"cbe_AD","positive",3684
"cbe_AD","negative",1735
"cbe_AD","all",5419
"cbe_AD","positive",4046
"cbe_AD","negative",1924
"cbe_AD","all",5970
"cbe_AD","positive",3246
"cbe_AD","negative",1350
"cbe_AD","all",4596
"cbe_AD","positive",4627
"cbe_AD","negative",2481
"cbe_AD","all",7108
"cbe_AD","positive",3048
"cbe_AD","negative",1337
"cbe_AD","all",4385
"cbe_AD","positive",3691
"cbe_AD","negative",1728
"cbe_AD","all",5419
"cbe_AD","positive",4401
"cbe_AD","negative",2039
"cbe_AD","all",6440
"cbe_AD","positive",1719
"cbe_AD","negative",704
"cbe_AD","all",2423
"cbe_AD","positive",2238
"cbe_AD","negative",1045
"cbe_AD","all",3283
"cbe_AD","positive",3600
"cbe_AD","negative",1518
"cbe_AD","all",5118
"cbe_AD","positive",5826
"cbe_AD","negative",2613
"cbe_AD","all",8439
"cbe_AD","positive",3816
"cbe_AD","negative",1805
"cbe_AD","all",5621
"cbe_AD","positive",3686
"cbe_AD","negative",1816
"cbe_AD","all",5502
"cbe_AD","positive",3257
"cbe_AD","negative",1833
"cbe_AD","all",5090
"cbe_AD","positive",2826
"cbe_AD","negative",1404
"cbe_AD","all",4230
"cbe_AD","positive",3261
"cbe_AD","negative",1507
"cbe_AD","all",4768
"cbe_AD","positive",2737
"cbe_AD","negative",1295
"cbe_AD","all",4032
"cbe_AD","positive",3193
"cbe_AD","negative",1944
"cbe_AD","all",5137
"cbe_AD","positive",4720
"cbe_AD","negative",2186
"cbe_AD","all",6906
"cbe_AD","positive",4384
"cbe_AD","negative",2354
"cbe_AD","all",6738
"cbe_AD","positive",3024
"cbe_AD","negative",1295
"cbe_AD","all",4319
"cbe_AD","positive",3447
"cbe_AD","negative",1791
"cbe_AD","all",5238
"cbe_AD","positive",2844
"cbe_AD","negative",1247
"cbe_AD","all",4091
"cbe_AD","positive",3177
"cbe_AD","negative",1333
"cbe_AD","all",4510
"cbe_AD","positive",4556
"cbe_AD","negative",2450
"cbe_AD","all",7006
"cbe_AD","positive",3957
"cbe_AD","negative",1938
"cbe_AD","all",5895
"cbe_AD","positive",5108
"cbe_AD","negative",2277
"cbe_AD","all",7385
"cbe_AD","positive",3170
"cbe_AD","negative",1424
"cbe_AD","all",4594
"cbe_AD","positive",3270
"cbe_AD","negative",1325
"cbe_AD","all",4595
"cbe_AD","positive",3974
"cbe_AD","negative",2038
"cbe_AD","all",6012
"cbe_AD","positive",2858
"cbe_AD","negative",1494
"cbe_AD","all",4352
"cbe_AD","positive",4381
"cbe_AD","negative",2282
"cbe_AD","all",6663
"cbe_AD","positive",3472
"cbe_AD","negative",1648
"cbe_AD","all",5120
"cbe_AD","positive",4038
"cbe_AD","negative",1830
"cbe_AD","all",5868
"cbe_AD","positive",3667
"cbe_AD","negative",1788
"cbe_AD","all",5455
"cbe_AD","positive",3433
"cbe_AD","negative",1504
"cbe_AD","all",4937
"cbe_AD","positive",3546
"cbe_AD","negative",1560
"cbe_AD","all",5106
"cbe_AD","positive",2694
"cbe_AD","negative",1227
"cbe_AD","all",3921
"cbe_AD","positive",3477
"cbe_AD","negative",1545
"cbe_AD","all",5022
"cbe_AD","positive",5110
"cbe_AD","negative",2458
"cbe_AD","all",7568
"cbe_AD","positive",3766
"cbe_AD","negative",1835
"cbe_AD","all",5601
"cbe_AD","positive",3508
"cbe_AD","negative",1436
"cbe_AD","all",4944
"cbe_AD","positive",3759
"cbe_AD","negative",1651
"cbe_AD","all",5410
"cbe_AD","positive",5098
"cbe_AD","negative",2430
"cbe_AD","all",7528
"cbe_AD","positive",3127
"cbe_AD","negative",1365
"cbe_AD","all",4492
"cbe_AD","positive",4275
"cbe_AD","negative",1771
"cbe_AD","all",6046
"cbe_AD","positive",3575
"cbe_AD","negative",1542
"cbe_AD","all",5117
"cbe_AD","positive",2977
"cbe_AD","negative",1358
"cbe_AD","all",4335
"cbe_AD","positive",4138
"cbe_AD","negative",1877
"cbe_AD","all",6015
"cbe_AD","positive",3186
"cbe_AD","negative",1349
"cbe_AD","all",4535
"cbe_AD","positive",2940
"cbe_AD","negative",1600
"cbe_AD","all",4540
"cbe_AD","positive",4464
"cbe_AD","negative",2045
"cbe_AD","all",6509
"cbe_AD","positive",2140
"cbe_AD","negative",1024
"cbe_AD","all",3164
"cbe_AD","positive",3378
"cbe_AD","negative",1417
"cbe_AD","all",4795
"cbe_AD","positive",4453
"cbe_AD","negative",1773
"cbe_AD","all",6226
"cbe_AD","positive",4125
"cbe_AD","negative",1847
"cbe_AD","all",5972
"cbe_AD","positive",2803
"cbe_AD","negative",1419
"cbe_AD","all",4222
"cbe_AD","positive",3305
"cbe_AD","negative",1582
"cbe_AD","all",4887
"cbe_AD","positive",3011
"cbe_AD","negative",1245
"cbe_AD","all",4256
"cbe_AD","positive",2782
"cbe_AD","negative",1600
"cbe_AD","all",4382
"cbe_AD","positive",3029
"cbe_AD","negative",1535
"cbe_AD","all",4564
"cbe_AD","positive",3298
"cbe_AD","negative",1601
"cbe_AD","all",4899
"cbe_AD","positive",2839
"cbe_AD","negative",1394
"cbe_AD","all",4233
"cbe_AD","positive",3460
"cbe_AD","negative",1427
"cbe_AD","all",4887
"cbe_AD","positive",4304
"cbe_AD","negative",2034
"cbe_AD","all",6338
"cbe_AD","positive",4539
"cbe_AD","negative",1958
"cbe_AD","all",6497
"cbe_AD","positive",4203
"cbe_AD","negative",2075
"cbe_AD","all",6278
"cbe_AD","positive",4481
"cbe_AD","negative",2203
"cbe_AD","all",6684
"cbe_AD","positive",3835
"cbe_AD","negative",1773
"cbe_AD","all",5608
"cbe_AD","positive",3727
"cbe_AD","negative",1895
"cbe_AD","all",5622
"cbe_AD","positive",2971
"cbe_AD","negative",1359
"cbe_AD","all",4330
"cbe_AD","positive",2700
"cbe_AD","negative",1218
"cbe_AD","all",3918
"cbe_AD","positive",3385
"cbe_AD","negative",1344
"cbe_AD","all",4729
"cbe_AD","positive",3011
"cbe_AD","negative",1488
"cbe_AD","all",4499
"cbe_AD","positive",5237
"cbe_AD","negative",2335
"cbe_AD","all",7572
"cbe_AD","positive",4175
"cbe_AD","negative",1918
"cbe_AD","all",6093
"cbe_AD","positive",3146
"cbe_AD","negative",1419
"cbe_AD","all",4565
"cbe_AD","positive",3683
"cbe_AD","negative",1792
"cbe_AD","all",5475
"cbe_AD","positive",4000
"cbe_AD","negative",1920
"cbe_AD","all",5920
"cbe_AD","positive",4292
"cbe_AD","negative",1955
"cbe_AD","all",6247
"cbe_AD","positive",3365
"cbe_AD","negative",1644
"cbe_AD","all",5009
"cbe_AD","positive",3247
"cbe_AD","negative",1402
"cbe_AD","all",4649
"cbe_AD","positive",3442
"cbe_AD","negative",1399
"cbe_AD","all",4841
"cbe_AD","positive",4314
"cbe_AD","negative",2173
"cbe_AD","all",6487
"cbe_AD","positive",4635
"cbe_AD","negative",1942
"cbe_AD","all",6577
"cbe_AD","positive",3716
"cbe_AD","negative",1477
"cbe_AD","all",5193
"cbe_AD","positive",4640
"cbe_AD","negative",2109
"cbe_AD","all",6749
"cbe_AD","positive",4563
"cbe_AD","negative",2140
"cbe_AD","all",6703
"cbe_AD","positive",4237
"cbe_AD","negative",2034
"cbe_AD","all",6271
"cbe_AD","positive",2814
"cbe_AD","negative",1282
"cbe_AD","all",4096
"cbe_AD","positive",4018
"cbe_AD","negative",1879
"cbe_AD","all",5897
"cbe_AD","positive",3617
"cbe_AD","negative",1609
"cbe_AD","all",5226
"cbe_AD","positive",3276
