"count","group"
23132,"cluster2"
17260,"cluster2"
25001,"cluster2"
21492,"cluster2"
16875,"cluster2"
18199,"cluster2"
19876,"cluster2"
21595,"cluster2"
24529,"cluster2"
19774,"cluster2"
20067,"cluster2"
19724,"cluster2"
24228,"cluster2"
20988,"cluster2"
17329,"cluster2"
18744,"cluster2"
15277,"cluster2"
22521,"cluster2"
19761,"cluster2"
20816,"cluster2"
16940,"cluster2"
19626,"cluster2"
20115,"cluster2"
18869,"cluster2"
25444,"cluster2"
21377,"cluster2"
14106,"cluster2"
20875,"cluster2"
19635,"cluster2"
16443,"cluster2"
26843,"cluster2"
19957,"cluster2"
18763,"cluster2"
12832,"cluster2"
20131,"cluster2"
20385,"cluster2"
20071,"cluster2"
17808,"cluster2"
16419,"cluster2"
21597,"cluster2"
17083,"cluster2"
18689,"cluster2"
21503,"cluster2"
18108,"cluster2"
21368,"cluster2"
24822,"cluster2"
16511,"cluster2"
21271,"cluster2"
21788,"cluster2"
18764,"cluster2"
20929,"cluster2"
14770,"cluster2"
18452,"cluster2"
17129,"cluster2"
24944,"cluster2"
15149,"cluster2"
16024,"cluster2"
15822,"cluster2"
21228,"cluster2"
16416,"cluster2"
20188,"cluster2"
22457,"cluster2"
25258,"cluster2"
20133,"cluster2"
23576,"cluster2"
19750,"cluster2"
22096,"cluster2"
16667,"cluster2"
21697,"cluster2"
20180,"cluster2"
17970,"cluster2"
20561,"cluster2"
22138,"cluster2"
18076,"cluster2"
18690,"cluster2"
17878,"cluster2"
19069,"cluster2"
22410,"cluster2"
14954,"cluster2"
21996,"cluster2"
20288,"cluster2"
19537,"cluster2"
22942,"cluster2"
21777,"cluster2"
20659,"cluster2"
20386,"cluster2"
24133,"cluster2"
18382,"cluster2"
16750,"cluster2"
20053,"cluster2"
20774,"cluster2"
14728,"cluster2"
19686,"cluster2"
22913,"cluster2"
20526,"cluster2"
17906,"cluster2"
24138,"cluster2"
21506,"cluster2"
16993,"cluster2"
23071,"cluster2"
18754,"cluster2"
16309,"cluster2"
16720,"cluster2"
18248,"cluster2"
14449,"cluster2"
22427,"cluster2"
20625,"cluster2"
23194,"cluster2"
20016,"cluster2"
26721,"cluster2"
22668,"cluster2"
18904,"cluster2"
20333,"cluster2"
22922,"cluster2"
18102,"cluster2"
22012,"cluster2"
16920,"cluster2"
16550,"cluster2"
18185,"cluster2"
16843,"cluster2"
22659,"cluster2"
22945,"cluster2"
20323,"cluster2"
26897,"cluster2"
18448,"cluster2"
20075,"cluster2"
18821,"cluster2"
22268,"cluster2"
16235,"cluster2"
23913,"cluster2"
22030,"cluster2"
15145,"cluster2"
17973,"cluster2"
18943,"cluster2"
17283,"cluster2"
19136,"cluster2"
17997,"cluster2"
17331,"cluster2"
20811,"cluster2"
19586,"cluster2"
22095,"cluster2"
21458,"cluster2"
19615,"cluster2"
19669,"cluster2"
19852,"cluster2"
16578,"cluster2"
20125,"cluster2"
20717,"cluster2"
16707,"cluster2"
24957,"cluster2"
19343,"cluster2"
23030,"cluster2"
27746,"cluster2"
22211,"cluster2"
15994,"cluster2"
21273,"cluster2"
23426,"cluster2"
22788,"cluster2"
25114,"cluster2"
20771,"cluster2"
17982,"cluster2"
20533,"cluster2"
17217,"cluster2"
22031,"cluster2"
19187,"cluster2"
15025,"cluster2"
20459,"cluster2"
21433,"cluster2"
15197,"cluster2"
18717,"cluster2"
24609,"cluster2"
17280,"cluster2"
14568,"cluster2"
15596,"cluster2"
17326,"cluster2"
21985,"cluster2"
16419,"cluster2"
17786,"cluster2"
22557,"cluster2"
18027,"cluster2"
20610,"cluster2"
20414,"cluster2"
23872,"cluster2"
20408,"cluster2"
18153,"cluster2"
19517,"cluster2"
24160,"cluster2"
21596,"cluster2"
24839,"cluster2"
16476,"cluster2"
21716,"cluster2"
19540,"cluster2"
19469,"cluster2"
20193,"cluster2"
23214,"cluster2"
17747,"cluster2"
23875,"cluster2"
19884,"cluster2"
17987,"cluster2"
20982,"cluster2"
20822,"cluster2"
20512,"cluster2"
19292,"cluster2"
20786,"cluster2"
22435,"cluster2"
19673,"cluster2"
21622,"cluster2"
25308,"cluster2"
23250,"cluster2"
22754,"cluster2"
22824,"cluster2"
18470,"cluster2"
18525,"cluster2"
20130,"cluster2"
19229,"cluster2"
17046,"cluster2"
17451,"cluster2"
18580,"cluster2"
18399,"cluster2"
23974,"cluster2"
20711,"cluster2"
22636,"cluster2"
21926,"cluster2"
22855,"cluster2"
19979,"cluster2"
22652,"cluster2"
21869,"cluster2"
24108,"cluster2"
15371,"cluster2"
17333,"cluster2"
22912,"cluster2"
22357,"cluster2"
20109,"cluster2"
19114,"cluster2"
19278,"cluster2"
18915,"cluster2"
18290,"cluster2"
17924,"cluster2"
18618,"cluster2"
19502,"cluster2"
21514,"cluster2"
16606,"cluster2"
17707,"cluster2"
15823,"cluster2"
24495,"cluster2"
16856,"cluster2"
23811,"cluster2"
18886,"cluster2"
17789,"cluster2"
19911,"cluster2"
22617,"cluster2"
17710,"cluster2"
21667,"cluster2"
23161,"cluster2"
22400,"cluster2"
20296,"cluster2"
15647,"cluster2"
19481,"cluster2"
21730,"cluster2"
24549,"cluster2"
21328,"cluster2"
19903,"cluster2"
19258,"cluster2"
17746,"cluster2"
20091,"cluster2"
23519,"cluster2"
16934,"cluster2"
22905,"cluster2"
19095,"cluster2"
18416,"cluster2"
19226,"cluster2"
18379,"cluster2"
21939,"cluster2"
18355,"cluster2"
16941,"cluster2"
17259,"cluster2"
21736,"cluster2"
15029,"cluster2"
16651,"cluster2"
19912,"cluster2"
19932,"cluster2"
19036,"cluster2"
19203,"cluster2"
21185,"cluster2"
24354,"cluster2"
21119,"cluster2"
19494,"cluster2"
22372,"cluster2"
17173,"cluster2"
20434,"cluster2"
21072,"cluster2"
22875,"cluster2"
16692,"cluster2"
18687,"cluster2"
20820,"cluster2"
27248,"cluster2"
17802,"cluster2"
17856,"cluster2"
18938,"cluster2"
16987,"cluster2"
18997,"cluster2"
22677,"cluster2"
20731,"cluster2"
19556,"cluster2"
19362,"cluster2"
21023,"cluster2"
24367,"cluster2"
23696,"cluster2"
21338,"cluster2"
18688,"cluster2"
24686,"cluster2"
27043,"cluster2"
20951,"cluster2"
18440,"cluster2"
15318,"cluster2"
16002,"cluster2"
19846,"cluster2"
22368,"cluster2"
16346,"cluster2"
18453,"cluster2"
20320,"cluster2"
20054,"cluster2"
18278,"cluster2"
17732,"cluster2"
16623,"cluster2"
17191,"cluster2"
17923,"cluster2"
19474,"cluster2"
14583,"cluster2"
15412,"cluster2"
24138,"cluster2"
16404,"cluster2"
20730,"cluster2"
17151,"cluster2"
17817,"cluster2"
13104,"cluster2"
17737,"cluster2"
19203,"cluster2"
23831,"cluster2"
20986,"cluster2"
18544,"cluster2"
21749,"cluster2"
25659,"cluster2"
19131,"cluster2"
18231,"cluster2"
19397,"cluster2"
21304,"cluster2"
19312,"cluster2"
17762,"cluster2"
21806,"cluster2"
20898,"cluster2"
18891,"cluster2"
17233,"cluster2"
24507,"cluster2"
15380,"cluster2"
24006,"cluster2"
21824,"cluster2"
23960,"cluster2"
21954,"cluster2"
21638,"cluster2"
23679,"cluster2"
18213,"cluster2"
20295,"cluster2"
20161,"cluster2"
17223,"cluster2"
18671,"cluster2"
20952,"cluster2"
17438,"cluster2"
24008,"cluster2"
17391,"cluster2"
17246,"cluster2"
19280,"cluster2"
18049,"cluster2"
14679,"cluster2"
20728,"cluster2"
16839,"cluster2"
15245,"cluster2"
22537,"cluster2"
22669,"cluster2"
20974,"cluster2"
22171,"cluster2"
21212,"cluster2"
21461,"cluster2"
19168,"cluster2"
17667,"cluster2"
19754,"cluster2"
21342,"cluster2"
22525,"cluster2"
23715,"cluster2"
22783,"cluster2"
15824,"cluster2"
18285,"cluster2"
14867,"cluster2"
19709,"cluster2"
19923,"cluster2"
16515,"cluster2"
18689,"cluster2"
17369,"cluster2"
20953,"cluster2"
16678,"cluster2"
22398,"cluster2"
16361,"cluster2"
26219,"cluster2"
17508,"cluster2"
18482,"cluster2"
22762,"cluster2"
15959,"cluster2"
22202,"cluster2"
23286,"cluster2"
17654,"cluster2"
21446,"cluster2"
18710,"cluster2"
14691,"cluster2"
20885,"cluster2"
19319,"cluster2"
20970,"cluster2"
21501,"cluster2"
14095,"cluster2"
21563,"cluster2"
18630,"cluster2"
16310,"cluster2"
17063,"cluster2"
21919,"cluster2"
19756,"cluster2"
23759,"cluster2"
23806,"cluster2"
19460,"cluster2"
22627,"cluster2"
16182,"cluster2"
21160,"cluster2"
18649,"cluster2"
17126,"cluster2"
19660,"cluster2"
15422,"cluster2"
18886,"cluster2"
20262,"cluster2"
20702,"cluster2"
25979,"cluster2"
19739,"cluster2"
21782,"cluster2"
22006,"cluster2"
21696,"cluster2"
22519,"cluster2"
18990,"cluster2"
19530,"cluster2"
22950,"cluster2"
25640,"cluster2"
22055,"cluster2"
17051,"cluster2"
19672,"cluster2"
17758,"cluster2"
21040,"cluster2"
24599,"cluster2"
24308,"cluster2"
20362,"cluster2"
20902,"cluster2"
13770,"cluster2"
21986,"cluster2"
22897,"cluster2"
18403,"cluster2"
15577,"cluster2"
19194,"cluster2"
20138,"cluster2"
15677,"cluster2"
24673,"cluster2"
21441,"cluster2"
25028,"cluster2"
20309,"cluster2"
19993,"cluster2"
18920,"cluster2"
14724,"cluster2"
18069,"cluster2"
23771,"cluster2"
19533,"cluster2"
16369,"cluster2"
19796,"cluster2"
18782,"cluster2"
22442,"cluster2"
19690,"cluster2"
20997,"cluster2"
13716,"cluster2"
20074,"cluster2"
14497,"cluster2"
18355,"cluster2"
23061,"cluster2"
20260,"cluster2"
19386,"cluster2"
14767,"cluster2"
20126,"cluster2"
20414,"cluster2"
21547,"cluster2"
13742,"cluster2"
17566,"cluster2"
21639,"cluster2"
21648,"cluster2"
23280,"cluster2"
21774,"cluster2"
23884,"cluster2"
22580,"cluster2"
24860,"cluster2"
18673,"cluster2"
27865,"cluster2"
18978,"cluster2"
23404,"cluster2"
17687,"cluster2"
20045,"cluster2"
18489,"cluster2"
12097,"cluster2"
20162,"cluster2"
17242,"cluster2"
19870,"cluster2"
13554,"cluster2"
17041,"cluster2"
15962,"cluster2"
22706,"cluster2"
19118,"cluster2"
20211,"cluster2"
20146,"cluster2"
24117,"cluster2"
16006,"cluster2"
18494,"cluster2"
21990,"cluster2"
17504,"cluster2"
20579,"cluster2"
15006,"cluster2"
17707,"cluster2"
20865,"cluster2"
25110,"cluster2"
27094,"cluster2"
17343,"cluster2"
19119,"cluster2"
29405,"cluster2"
23481,"cluster2"
21737,"cluster2"
19475,"cluster2"
19519,"cluster2"
19075,"cluster2"
19702,"cluster2"
18816,"cluster2"
22480,"cluster2"
21856,"cluster2"
20570,"cluster2"
16836,"cluster2"
15154,"cluster2"
23691,"cluster2"
19187,"cluster2"
19497,"cluster2"
22557,"cluster2"
21189,"cluster2"
17832,"cluster2"
20982,"cluster2"
18041,"cluster2"
19263,"cluster2"
22955,"cluster2"
20123,"cluster2"
23437,"cluster2"
23605,"cluster2"
19153,"cluster2"
24415,"cluster2"
17294,"cluster2"
18040,"cluster2"
21424,"cluster2"
18560,"cluster2"
15642,"cluster2"
16540,"cluster2"
16781,"cluster2"
21493,"cluster2"
18137,"cluster2"
23846,"cluster2"
22183,"cluster2"
18518,"cluster2"
22877,"cluster2"
17552,"cluster2"
22049,"cluster2"
18705,"cluster2"
23339,"cluster2"
21157,"cluster2"
21278,"cluster2"
19484,"cluster2"
21294,"cluster2"
17451,"cluster2"
18958,"cluster2"
15260,"cluster2"
18924,"cluster2"
22332,"cluster2"
18593,"cluster2"
21862,"cluster2"
21187,"cluster2"
15835,"cluster2"
16423,"cluster2"
21950,"cluster2"
20945,"cluster2"
22217,"cluster2"
18776,"cluster2"
23344,"cluster2"
19074,"cluster2"
20067,"cluster2"
18737,"cluster2"
25034,"cluster2"
25439,"cluster2"
17141,"cluster2"
20292,"cluster2"
17738,"cluster2"
16635,"cluster2"
127797,"cluster1"
49770,"cluster2"
