"geneName","teName","coef","pvalue","padj","pair","kznf_age","te_age","link_age","family_id","class_id"
"ZNF337","L1M4c",-0.724648489974835,1.24421455945976e-07,1.18998079319954e-06,"L1M4c:ZNF337","old","old","old","L1","LINE"
"ZNF337","MER54A",0.725563349579529,1.17844387142822e-07,1.13633383391193e-06,"MER54A:ZNF337","old","old","old","ERVL","LTR"
"ZNF317","L1MB7",0.642703075167959,7.76346715931392e-06,4.04998478220283e-05,"L1MB7:ZNF317","old","old","old","L1","LINE"
"ZNF317","L1MB8",0.668864303846482,2.3846166949196e-06,1.45713225129951e-05,"L1MB8:ZNF317","old","old","old","L1","LINE"
"ZNF317","L1ME3A",0.660874062191774,3.4614942257553e-06,2.00665132871881e-05,"L1ME3A:ZNF317","old","old","old","L1","LINE"
"ZNF317","LTR55",0.622983621205287,1.76106086005225e-05,8.26037945766754e-05,"LTR55:ZNF317","old","old","old","ERV","LTR"
"ZNF331","MLT1F1",0.868061360770874,4.07995507629551e-13,5.15092186024504e-11,"MLT1F1:ZNF331","old","old","old","ERVL-MaLR","LTR"
"ZNF331","MLT1F",0.839498849376294,1.30048688199016e-11,7.0018666390937e-10,"MLT1F:ZNF331","old","old","old","ERVL-MaLR","LTR"
"ZNF331","MLT1G1",0.842958365865023,8.87443923443142e-12,5.23149831726103e-10,"MLT1G1:ZNF331","old","old","old","ERVL-MaLR","LTR"
"ZNF331","MLT1G3",0.850703220539214,3.64514437092412e-12,2.66678726992017e-10,"MLT1G3:ZNF331","old","old","old","ERVL-MaLR","LTR"
"ZNF331","MLT1G",0.799455618644304,6.167937865534e-10,1.49286648761238e-08,"MLT1G:ZNF331","old","old","old","ERVL-MaLR","LTR"
"ZNF331","MLT1H1",0.824960927580511,5.90444151527327e-11,2.29634251392152e-09,"MLT1H1:ZNF331","old","old","old","ERVL-MaLR","LTR"
"ZNF331","MLT1H2",0.843409779603538,8.43707069700067e-12,5.02931362281396e-10,"MLT1H2:ZNF331","old","old","old","ERVL-MaLR","LTR"
"ZNF331","MLT1H",0.841929616838652,9.95191179101694e-12,5.70138106054716e-10,"MLT1H:ZNF331","old","old","old","ERVL-MaLR","LTR"
"ZNF141","HUERS-P3-int",-0.635964637949806,1.03372344438223e-05,5.19853871961289e-05,"HUERS-P3-int:ZNF141","old","old","old","ERV1","LTR"
"ZNF141","LTR13",-0.577810139668176,9.45239642227398e-05,0.00035947895549654,"LTR13:ZNF141","old","young","young","ERVK","LTR"
"ZNF141","MER11D",-0.569907829677007,0.00012369991742259,0.0004548706740645,"MER11D:ZNF141","old","young","young","ERVK","LTR"
"ZNF304","LTR8A",0.76911501876725,6.72775541192921e-09,1.04561810991523e-07,"LTR8A:ZNF304","old","young","young","ERV1","LTR"
"ZNF304","MLT1E1",0.759699512807721,1.3139629009647e-08,1.82103270992582e-07,"MLT1E1:ZNF304","old","old","old","ERVL-MaLR","LTR"
"ZNF304","MLT1E1A",0.760909509388808,1.20771506714698e-08,1.69867323350631e-07,"MLT1E1A:ZNF304","old","old","old","ERVL-MaLR","LTR"
"ZNF304","MLT1E2",0.794308298209182,9.51086057220416e-10,2.1152106469909e-08,"MLT1E2:ZNF304","old","old","old","ERVL-MaLR","LTR"
"ZNF304","MLT1F1",0.836748378971339,1.75103541944143e-11,8.81264064710896e-10,"MLT1F1:ZNF304","old","old","old","ERVL-MaLR","LTR"
"ZNF304","MLT1F2",0.850378813446055,3.78733154303146e-12,2.74130652860933e-10,"MLT1F2:ZNF304","old","old","old","ERVL-MaLR","LTR"
"ZNF304","MLT1F",0.789747832153158,1.38192730067897e-09,2.86315731144227e-08,"MLT1F:ZNF304","old","old","old","ERVL-MaLR","LTR"
"ZNF304","MLT1G3",0.809120477792797,2.64197888247382e-10,7.55857268749648e-09,"MLT1G3:ZNF304","old","old","old","ERVL-MaLR","LTR"
"ZNF304","MLT1H1",0.81071001710546,2.28761379203231e-10,6.75182351440223e-09,"MLT1H1:ZNF304","old","old","old","ERVL-MaLR","LTR"
"ZNF132","LTR16B2",0.586967594400472,6.86034579271543e-05,0.00027155740696772,"LTR16B2:ZNF132","old","old","old","ERVL","LTR"
"ZNF132","LTR16B",0.748257008054523,2.84879458098151e-08,3.47028004294868e-07,"LTR16B:ZNF132","old","old","old","ERVL","LTR"
"ZNF189","L2a",0.784210907372165,2.14898803276075e-09,4.09786431116573e-08,"L2a:ZNF189","old","old","old","L2","LINE"
"ZNF189","L2b",0.767545691810857,7.53808553138576e-09,1.14980835227303e-07,"L2b:ZNF189","old","old","old","L2","LINE"
"ZNF189","L2c",0.778019688707836,3.46852598358542e-09,6.06501472676827e-08,"L2c:ZNF189","old","old","old","L2","LINE"
"ZNF189","LTR41",0.837110137008777,1.68437805481431e-11,8.53805913339454e-10,"LTR41:ZNF189","old","old","old","ERVL","LTR"
"ZIM3","L1M1",0.677799930022654,1.55078570013661e-06,1.00899082481472e-05,"L1M1:ZIM3","old","old","old","L1","LINE"
"ZIM3","L1M2",0.679747581853485,1.40918276008299e-06,9.2998980333169e-06,"L1M2:ZIM3","old","old","old","L1","LINE"
"ZIM3","L1M3c",0.647984350212027,6.17274168955342e-06,3.31594691732437e-05,"L1M3c:ZIM3","old","old","old","L1","LINE"
"ZIM3","L1M3f",0.682942167822279,1.20248229337581e-06,8.12106144425855e-06,"L1M3f:ZIM3","old","old","old","L1","LINE"
"ZIM3","L1MA4",0.619533480810653,2.020826111667e-05,9.31043639299498e-05,"L1MA4:ZIM3","old","old","old","L1","LINE"
"ZIM3","L1MCc",0.638418764830166,9.32098497170914e-06,4.75115104542506e-05,"L1MCc:ZIM3","old","old","old","L1","LINE"
"ZIM3","L1PA15-16",0.638962981769386,9.10840528792489e-06,4.65492435171288e-05,"L1PA15-16:ZIM3","old","old","old","L1","LINE"
"ZIM3","LTR41",-0.662597352151992,3.19716389122554e-06,1.87347822243284e-05,"LTR41:ZIM3","old","old","old","ERVL","LTR"
"ZIM3","MER57E1",-0.601458079703226,4.04868576403864e-05,0.00017095807516955,"MER57E1:ZIM3","old","old","old","ERV1","LTR"
"ZIM3","MLT1J",-0.660971427677102,3.44604004664507e-06,1.99914502706012e-05,"MLT1J:ZIM3","old","old","old","ERVL-MaLR","LTR"
"ZIM3","THE1A",-0.648443474565619,6.04966631684435e-06,3.25797141112918e-05,"THE1A:ZIM3","old","young","young","ERVL-MaLR","LTR"
"ZNF776","MSTA",0.863858469538547,7.12518130387884e-13,7.79003549153793e-11,"MSTA:ZNF776","old","young","young","ERVL-MaLR","LTR"
"ZNF776","MSTB1",0.840737113910042,1.13541345912533e-11,6.31149569985922e-10,"MSTB1:ZNF776","old","old","old","ERVL-MaLR","LTR"
"ZNF776","MSTB",0.758604390830573,1.4175624002364e-08,1.93991821202343e-07,"MSTB:ZNF776","old","young","young","ERVL-MaLR","LTR"
"ZNF714","LTR13",-0.734446236762343,6.87607538166806e-08,7.20909552801886e-07,"LTR13:ZNF714","old","young","young","ERVK","LTR"
"ZNF714","LTR50",-0.698086078652433,5.51455992620193e-07,4.17417880949972e-06,"LTR50:ZNF714","old","old","old","ERVL","LTR"
"ZNF333","LTR13_",0.720218060108367,1.61367056152962e-07,1.47945922793543e-06,"LTR13_:ZNF333","old","old","old","ERVK","LTR"
"ZNF333","MLT1G",0.867589154112947,4.34780556052008e-13,5.37141789246404e-11,"MLT1G:ZNF333","old","old","old","ERVL-MaLR","LTR"
"ZNF333","MLT1H2",0.797989232314317,6.98663450454944e-10,1.65159681552965e-08,"MLT1H2:ZNF333","old","old","old","ERVL-MaLR","LTR"
"ZNF333","MLT1H",0.879405912714364,8.19329859621194e-14,1.6568857251646e-11,"MLT1H:ZNF333","old","old","old","ERVL-MaLR","LTR"
"ZNF333","MLT1I",0.878354609874142,9.57087986818316e-14,1.8353266945202e-11,"MLT1I:ZNF333","old","old","old","ERVL-MaLR","LTR"
"ZNF333","MLT1J1",0.814004855456491,1.68987288538696e-10,5.284992903107e-09,"MLT1J1:ZNF333","old","old","old","ERVL-MaLR","LTR"
"ZNF333","MLT1J2",0.8451440768358,6.93776245793718e-12,4.35748111287571e-10,"MLT1J2:ZNF333","old","old","old","ERVL-MaLR","LTR"
"ZNF333","MLT1J",0.822934204547481,7.21102972447434e-11,2.7003507123487e-09,"MLT1J:ZNF333","old","old","old","ERVL-MaLR","LTR"
"ZNF382","L1HS",-0.803535864426246,4.33673527332943e-10,1.12156706155846e-08,"L1HS:ZNF382","old","old","old","L1","LINE"
"ZNF382","L1M1",-0.732296066634696,7.84899220597583e-08,8.06076424256198e-07,"L1M1:ZNF382","old","old","old","L1","LINE"
"ZNF382","L1M4c",-0.792370010182391,1.11603111311054e-09,2.4100005787858e-08,"L1M4c:ZNF382","old","old","old","L1","LINE"
"ZNF382","L1MCa",-0.763970781257676,9.73548962723683e-09,1.42065704068999e-07,"L1MCa:ZNF382","old","old","old","L1","LINE"
"ZNF382","L1MDa",-0.769971789203052,6.32037259587582e-09,9.93353531236212e-08,"L1MDa:ZNF382","old","old","old","L1","LINE"
"ZNF382","L1MEc",-0.752696789212415,2.12033817301609e-08,2.71489790355669e-07,"L1MEc:ZNF382","old","old","old","L1","LINE"
"ZNF382","L1MEf",-0.755857611465926,1.71180875779068e-08,2.27252975497302e-07,"L1MEf:ZNF382","old","old","old","L1","LINE"
"ZNF382","L1P1",-0.823997549328826,6.49507729563296e-11,2.48073797901913e-09,"L1P1:ZNF382","old","old","old","L1","LINE"
"ZNF382","L1P2",-0.826780493068336,4.92363385458021e-11,1.99003158760479e-09,"L1P2:ZNF382","old","old","old","L1","LINE"
"ZNF382","L1P3",-0.751936616453937,2.2312793212124e-08,2.83041049459652e-07,"L1P3:ZNF382","old","old","old","L1","LINE"
"ZNF382","L1PA2",-0.766883834637448,7.90636549263004e-09,1.19605426786493e-07,"L1PA2:ZNF382","old","old","old","L1","LINE"
"ZNF382","MamGypLTR3",0.817320186031633,1.23842989271478e-10,4.13139285567564e-09,"MamGypLTR3:ZNF382","old","old","old","Gypsy","LTR"
"ZNF12","MLT1A0",0.785659595162886,1.91693293533855e-09,3.73596131827761e-08,"MLT1A0:ZNF12","old","old","old","ERVL-MaLR","LTR"
"ZNF12","MLT1A",0.767976917137957,7.3068039348587e-09,1.12073271423191e-07,"MLT1A:ZNF12","old","old","old","ERVL-MaLR","LTR"
"ZNF12","MLT1B",0.771110899257819,5.81427848087748e-09,9.27515852901884e-08,"MLT1B:ZNF12","old","old","old","ERVL-MaLR","LTR"
"ZNF12","MLT1D",0.771477762470013,5.65950103695835e-09,9.07287060434577e-08,"MLT1D:ZNF12","old","old","old","ERVL-MaLR","LTR"
"ZNF12","MLT1H",0.773168280674625,4.99462904644658e-09,8.18644461889193e-08,"MLT1H:ZNF12","old","old","old","ERVL-MaLR","LTR"
"ZNF12","MLT1I",0.788761962304378,1.49637891127829e-09,3.05169296668099e-08,"MLT1I:ZNF12","old","old","old","ERVL-MaLR","LTR"
"ZNF12","MLT1J1",0.805068036332949,3.79139097341842e-10,1.00679246594213e-08,"MLT1J1:ZNF12","old","old","old","ERVL-MaLR","LTR"
"ZNF12","MLT1J2",0.787879217054176,1.60630879555613e-09,3.23438008974235e-08,"MLT1J2:ZNF12","old","old","old","ERVL-MaLR","LTR"
"ZNF12","MLT1J",0.811831418293315,2.06492505785372e-10,6.23291173252489e-09,"MLT1J:ZNF12","old","old","old","ERVL-MaLR","LTR"
"ZNF180","Charlie8",0.784830667028785,2.04667784074472e-09,3.93394759632143e-08,"Charlie8:ZNF180","old","old","old","hAT-Charlie","DNA"
"ZNF180","MER102c",0.696730887165963,5.92440943967616e-07,4.43818342444729e-06,"MER102c:ZNF180","old","old","old","hAT-Charlie","DNA"
"ZNF641","LTR12C",0.82704519416192,4.79438423034235e-11,1.94918316119586e-09,"LTR12C:ZNF641","old","young","young","ERV1","LTR"
"ZNF641","LTR12E",0.83671112214724,1.75803904242481e-11,8.8356645914012e-10,"LTR12E:ZNF641","old","young","young","ERV1","LTR"
"ZNF641","SVA_B",0.624286420924486,1.67118417063936e-05,7.88933932722298e-05,"SVA_B:ZNF641","old","young","young","SVA","SVA"
"ZNF641","SVA_C",0.789892299618388,1.36585943176562e-09,2.83619960365011e-08,"SVA_C:ZNF641","old","young","young","SVA","SVA"
"ZNF641","SVA_D",0.829004788376882,3.93184781661443e-11,1.66375438389962e-09,"SVA_D:ZNF641","old","young","young","SVA","SVA"
"ZNF641","SVA_E",0.830740950037569,3.29132581620018e-11,1.4444495138759e-09,"SVA_E:ZNF641","old","young","young","SVA","SVA"
"ZNF641","SVA_F",0.653973244875662,4.73402975109504e-06,2.63520760463469e-05,"SVA_F:ZNF641","old","young","young","SVA","SVA"
"ZNF528","THE1B-int",0.7406761763152,4.65237798281181e-08,5.20339652096864e-07,"THE1B-int:ZNF528","old","old","old","ERVL-MaLR","LTR"
"ZNF528","THE1D-int",0.716036870933156,2.05326154067393e-07,1.81185076576482e-06,"THE1D-int:ZNF528","old","young","young","ERVL-MaLR","LTR"
"ZNF440","LTR10B1",0.645381110440628,6.91509958383398e-06,3.6615353866407e-05,"LTR10B1:ZNF440","old","young","young","ERV1","LTR"
"ZNF440","LTR13",0.729945317086754,9.05792084406694e-08,9.10280811422697e-07,"LTR13:ZNF440","old","young","young","ERVK","LTR"
"ZNF440","LTR5B",0.780799215109468,2.80304195082194e-09,5.09248257678695e-08,"LTR5B:ZNF440","old","young","young","ERVK","LTR"
"ZNF440","MER11A",0.686550184169718,1.00285782040774e-06,6.94761253375341e-06,"MER11A:ZNF440","old","young","young","ERVK","LTR"
"ZNF584","LTR5_Hs",0.815480089446921,1.47272763249264e-10,4.73834447607932e-09,"LTR5_Hs:ZNF584","old","young","young","ERVK","LTR"
"ZNF584","MLT1F-int",0.762264316470336,1.09826947691042e-08,1.57156675632377e-07,"MLT1F-int:ZNF584","old","old","old","ERVL-MaLR","LTR"
"ZNF584","MLT1F1-int",0.705449169735587,3.70967774223721e-07,2.98537825366381e-06,"MLT1F1-int:ZNF584","old","old","old","ERVL-MaLR","LTR"
"ZIK1","AluSx",-0.689235835526425,8.74636740161001e-07,6.1817926028281e-06,"AluSx:ZIK1","old","old","old","Alu","SINE"
"ZIK1","L1MC4a",0.653151469480987,4.91127253451623e-06,2.72093749803965e-05,"L1MC4a:ZIK1","old","old","old","L1","LINE"
"ZIK1","LTR41B",0.618644691709924,2.09318392126023e-05,9.60342207637405e-05,"LTR41B:ZIK1","old","old","old","ERVL","LTR"
"ZIK1","MADE1",0.760966835563579,1.2028855205522e-08,1.69305857796385e-07,"MADE1:ZIK1","old","young","young","TcMar-Mariner","DNA"
"ZIK1","MER11A",0.800941869386223,5.4303033638599e-10,1.34589700008385e-08,"MER11A:ZIK1","old","young","young","ERVK","LTR"
"ZIK1","MER52C",0.732822481602799,7.59964772478523e-08,7.84882711279769e-07,"MER52C:ZIK1","old","old","old","ERV1","LTR"
"ZIK1","MLT1E1",0.748593848226104,2.78626933787169e-08,3.40673238987721e-07,"MLT1E1:ZIK1","old","old","old","ERVL-MaLR","LTR"
"ZIK1","MLT1F2",0.820693504796192,8.96840200414182e-11,3.19919434945958e-09,"MLT1F2:ZIK1","old","old","old","ERVL-MaLR","LTR"
"ZIK1","MLT1J1",0.788125683985046,1.57488052625268e-09,3.18161127171757e-08,"MLT1J1:ZIK1","old","old","old","ERVL-MaLR","LTR"
"ZNF519","AluSc8",-0.720849164177623,1.55546498258476e-07,1.43467628869831e-06,"AluSc8:ZNF519","old","old","old","Alu","SINE"
"ZNF519","AluSc",-0.721393501105138,1.50683106285158e-07,1.39664185562469e-06,"AluSc:ZNF519","old","old","old","Alu","SINE"
"ZNF519","AluSg4",-0.644744123586037,7.10880026471896e-06,3.74910503471483e-05,"AluSg4:ZNF519","old","old","old","Alu","SINE"
"ZNF519","AluSg7",-0.73547548962701,6.45111352663872e-08,6.83445624432573e-07,"AluSg7:ZNF519","old","old","old","Alu","SINE"
"ZNF519","AluSg",-0.610996779937135,2.82078144648633e-05,0.0001245398752022,"AluSg:ZNF519","old","old","old","Alu","SINE"
"ZNF519","AluSp",-0.641568959477232,8.15068294358507e-06,4.22342426194501e-05,"AluSp:ZNF519","old","old","old","Alu","SINE"
"ZNF519","AluSq2",-0.631576972277658,1.24105217611086e-05,6.08661037404614e-05,"AluSq2:ZNF519","old","old","old","Alu","SINE"
"ZNF519","AluSx1",-0.63723886935051,9.79756500481999e-06,4.96262095119255e-05,"AluSx1:ZNF519","old","old","old","Alu","SINE"
"ZNF519","AluSx3",-0.704392313958394,3.92977246508961e-07,3.13388422838084e-06,"AluSx3:ZNF519","old","old","old","Alu","SINE"
"ZNF519","AluSx4",-0.643467245524335,7.51214875501644e-06,3.93601385825503e-05,"AluSx4:ZNF519","old","old","old","Alu","SINE"
"ZNF519","AluSx",-0.617218898689063,2.21421426266138e-05,0.00010084946954545,"AluSx:ZNF519","old","old","old","Alu","SINE"
"ZNF519","AluY",-0.743360999645949,3.91810596146362e-08,4.51341638370041e-07,"AluY:ZNF519","old","old","old","Alu","SINE"
"ZNF519","AluYc",-0.768147669890108,7.21706405345021e-09,1.10915668596582e-07,"AluYc:ZNF519","old","old","old","Alu","SINE"
"ZNF519","MER66B",0.755974605659977,1.69819706648875e-08,2.25717117850626e-07,"MER66B:ZNF519","old","young","young","ERV1","LTR"
"ZNF169","MER31B",0.622946141989629,1.76371059349345e-05,8.27114464766702e-05,"MER31B:ZNF169","old","old","old","ERV1","LTR"
"ZNF169","MER54A",0.846333803192214,6.05798274579149e-12,3.92106942560917e-10,"MER54A:ZNF169","old","old","old","ERVL","LTR"
"ZNF169","MER89",0.796963808383725,7.61829430198138e-10,1.77203956958969e-08,"MER89:ZNF169","old","old","old","ERV1","LTR"
"ZNF169","MLT1A",0.811330303992716,2.16180459162828e-10,6.46228660093576e-09,"MLT1A:ZNF169","old","old","old","ERVL-MaLR","LTR"
"ZNF135","MLT1K",0.776464335257476,3.90248032279815e-09,6.67871561876561e-08,"MLT1K:ZNF135","old","old","old","ERVL-MaLR","LTR"
"ZNF154","L1M4c",-0.831325854967604,3.09854559108952e-11,1.37762363921186e-09,"L1M4c:ZNF154","old","old","old","L1","LINE"
"ZNF320","LTR12C",0.715996633071135,2.05798506737692e-07,1.81554333586102e-06,"LTR12C:ZNF320","old","young","young","ERV1","LTR"
"ZNF320","LTR25-int",0.64578064739031,6.79608755162712e-06,3.60636357517967e-05,"LTR25-int:ZNF320","old","young","young","ERV1","LTR"
"ZNF320","LTR5B",0.754621235053614,1.86199460024133e-08,2.43790614041782e-07,"LTR5B:ZNF320","old","young","young","ERVK","LTR"
"ZNF320","LTR5_Hs",0.734624635578416,6.80060372136735e-08,7.14387688721209e-07,"LTR5_Hs:ZNF320","old","young","young","ERVK","LTR"
"ZNF320","MER54A",0.733112399895661,7.46548300046995e-08,7.73450366902737e-07,"MER54A:ZNF320","old","old","old","ERVL","LTR"
"ZNF320","MER9a3",0.691893094894352,7.62819898658854e-07,5.5015325255346e-06,"MER9a3:ZNF320","old","young","young","ERVK","LTR"
"ZNF320","MSTA",0.681278459577409,1.30635583630034e-06,8.71598659045678e-06,"MSTA:ZNF320","old","young","young","ERVL-MaLR","LTR"
"ZNF320","MSTB1",0.676121133149791,1.68324392618794e-06,1.08163941780845e-05,"MSTB1:ZNF320","old","old","old","ERVL-MaLR","LTR"
"ZNF320","MSTB2",0.635537120903317,1.05243091072475e-05,5.27895512154566e-05,"MSTB2:ZNF320","old","old","old","ERVL-MaLR","LTR"
"ZNF320","MSTB",0.671144473075584,2.1396144294852e-06,1.32909397340322e-05,"MSTB:ZNF320","old","young","young","ERVL-MaLR","LTR"
"ZNF530","THE1B-int",0.700029632402388,4.97235392556388e-07,3.8275825857124e-06,"THE1B-int:ZNF530","old","old","old","ERVL-MaLR","LTR"
"ZNF530","THE1C-int",0.677744793313423,1.55497885370619e-06,1.0111982024675e-05,"THE1C-int:ZNF530","old","old","old","ERVL-MaLR","LTR"
"ZNF445","AluSc8",-0.751350837730007,2.32042641112747e-08,2.92659654377889e-07,"AluSc8:ZNF445","old","old","old","Alu","SINE"
"ZNF445","AluSc",-0.785945587412925,1.87397982037961e-09,3.66828403953763e-08,"AluSc:ZNF445","old","old","old","Alu","SINE"
"ZNF445","AluSp",-0.675988834259405,1.69411328524231e-06,1.08751756426979e-05,"AluSp:ZNF445","old","old","old","Alu","SINE"
"ZNF445","AluSx1",-0.650644951869458,5.49020665588403e-06,2.99644170533698e-05,"AluSx1:ZNF445","old","old","old","Alu","SINE"
"ZNF445","AluSx3",-0.750702374680857,2.42297024552496e-08,3.0348440577857e-07,"AluSx3:ZNF445","old","old","old","Alu","SINE"
"ZNF445","AluY",-0.829687074303004,3.6673403485131e-11,1.57440655644358e-09,"AluY:ZNF445","old","old","old","Alu","SINE"
"ZNF445","AluYa8",-0.676967774847901,1.61519321811418e-06,1.04493140409655e-05,"AluYa8:ZNF445","old","young","young","Alu","SINE"
"ZNF445","AluYc",-0.870841400937039,2.79190928334409e-13,3.87860669721004e-11,"AluYc:ZNF445","old","old","old","Alu","SINE"
"ZNF445","LTR12C",0.828046618149075,4.3336011853268e-11,1.79559865978058e-09,"LTR12C:ZNF445","old","young","young","ERV1","LTR"
"ZNF445","LTR5_Hs",0.829307189959726,3.81248140085487e-11,1.62156151613942e-09,"LTR5_Hs:ZNF445","old","young","young","ERVK","LTR"
"ZNF445","LTR7B",0.829968748419646,3.56308253030192e-11,1.53989671578658e-09,"LTR7B:ZNF445","old","young","young","ERV1","LTR"
"ZNF445","MER11A",0.843905110395577,7.98045569938869e-12,4.81967063080113e-10,"MER11A:ZNF445","old","young","young","ERVK","LTR"
"ZNF445","MER21A",0.875409790408154,1.46807739241714e-13,2.45496063676816e-11,"MER21A:ZNF445","old","old","old","ERVL","LTR"
"ZNF445","MER8",0.823893312911309,6.56219862782015e-11,2.50125040104271e-09,"MER8:ZNF445","old","old","old","TcMar-Tigger","DNA"
"ZFP69B","HERV9-int",0.672090397347953,2.04495461405788e-06,1.27809663378618e-05,"HERV9-int:ZFP69B","old","old","old","ERV1","LTR"
"ZFP69B","HERVH-int",0.703949238160488,4.02558815394009e-07,3.198599666031e-06,"HERVH-int:ZFP69B","old","old","old","ERV1","LTR"
"ZFP69B","HERVK-int",0.736209738417785,6.1629997081593e-08,6.5767949191172e-07,"HERVK-int:ZFP69B","old","old","old","ERVK","LTR"
"ZFP69B","L2a",0.725596706100561,1.17610788357406e-07,1.1343699538783e-06,"L2a:ZFP69B","old","old","old","L2","LINE"
"ZFP69B","LTR13",0.691533952811134,7.77119023437327e-07,5.58883812341332e-06,"LTR13:ZFP69B","old","young","young","ERVK","LTR"
"ZFP69B","LTR67B",0.723407720351012,1.33886192667848e-07,1.26519593105648e-06,"LTR67B:ZFP69B","old","old","old","ERVL","LTR"
"ZFP69B","LTR77",0.611725443421076,2.74265158542131e-05,0.00012150975353423,"LTR77:ZFP69B","old","old","old","ERV1","LTR"
"ZFP69B","MER21C",0.726990708486803,1.08223763418427e-07,1.05721731833032e-06,"MER21C:ZFP69B","old","old","old","ERVL","LTR"
"ZFP69B","MLT1A0",0.729274898881745,9.43310146454281e-08,9.41913329962587e-07,"MLT1A0:ZFP69B","old","old","old","ERVL-MaLR","LTR"
"ZFP69B","MLT1J",0.709840406621838,2.91178389432406e-07,2.43144965918383e-06,"MLT1J:ZFP69B","old","old","old","ERVL-MaLR","LTR"
"ZFP69B","MSTA-int",0.724637550957519,1.24502117908071e-07,1.19064821136771e-06,"MSTA-int:ZFP69B","old","old","old","ERVL-MaLR","LTR"
"ZFP69B","THE1B-int",0.730366517014552,8.8293403366108e-08,8.90319715476611e-07,"THE1B-int:ZFP69B","old","old","old","ERVL-MaLR","LTR"
"ZFP69B","THE1C-int",0.701644166874262,4.55987572439306e-07,3.55593364390994e-06,"THE1C-int:ZFP69B","old","old","old","ERVL-MaLR","LTR"
