"geneName","teName","coef","pvalue","padj","pair","kznf_age","te_age","link_age","family_id","class_id"
"ZFP69B","THE1D-int",0.701362860910471,4.62938687704201e-07,3.60115555613284e-06,"THE1D-int:ZFP69B","old","young","young","ERVL-MaLR","LTR"
"ZNF567","L1ME3A",0.654058162158664,4.71605348171758e-06,2.6267010280433e-05,"L1ME3A:ZNF567","old","old","old","L1","LINE"
"ZNF33A","LTR10B1",0.651972986270029,5.17610054049066e-06,2.84756442933687e-05,"LTR10B1:ZNF33A","old","young","young","ERV1","LTR"
"ZNF33A","MER11A",0.801050086848546,5.37995140771366e-10,1.33662311694405e-08,"MER11A:ZNF33A","old","young","young","ERVK","LTR"
"ZNF33A","MER11C",0.808644303228014,2.75774111338152e-10,7.82774451336984e-09,"MER11C:ZNF33A","old","young","young","ERVK","LTR"
"ZNF33A","MER89",0.718981850390816,1.73357617913955e-07,1.570715035745e-06,"MER89:ZNF33A","old","old","old","ERV1","LTR"
"ZNF33A","MLT1G",0.783277672468592,2.31208554921266e-09,4.34600121757423e-08,"MLT1G:ZNF33A","old","old","old","ERVL-MaLR","LTR"
"ZNF33A","THE1D",0.690800220959266,8.07104730782468e-07,5.77339916369711e-06,"THE1D:ZNF33A","old","young","young","ERVL-MaLR","LTR"
"ZNF681","MER61E",0.675588545172176,1.72739514079558e-06,1.10576850533287e-05,"MER61E:ZNF681","old","young","young","ERV1","LTR"
"ZNF782","HERVK-int",0.811868545715793,2.05791136145152e-10,6.21669267644545e-09,"HERVK-int:ZNF782","old","old","old","ERVK","LTR"
"ZNF782","L1MB7",0.641156399374982,8.29587643294145e-06,4.28905484594982e-05,"L1MB7:ZNF782","old","old","old","L1","LINE"
"ZNF782","MER21A",0.77031572376494,6.16339879623459e-09,9.72311598526601e-08,"MER21A:ZNF782","old","old","old","ERVL","LTR"
"ZNF136","L1M2c",-0.699315775649833,5.16550117142575e-07,3.95197925062962e-06,"L1M2c:ZNF136","old","old","old","L1","LINE"
"ZNF136","L1M4b",-0.714117591751059,2.29011405045058e-07,1.98707915413226e-06,"L1M4b:ZNF136","old","old","old","L1","LINE"
"ZNF136","L1MB7",0.647579913854591,6.2830556875443e-06,3.3673308845326e-05,"L1MB7:ZNF136","old","old","old","L1","LINE"
"ZNF136","L1ME3A",0.663139952755515,3.11786054258514e-06,1.83377765922023e-05,"L1ME3A:ZNF136","old","old","old","L1","LINE"
"ZNF136","L1P1",-0.798783730737675,6.53124513641933e-10,1.56357410315377e-08,"L1P1:ZNF136","old","old","old","L1","LINE"
"ZNF136","L1P2",-0.715512908760532,2.11556285041452e-07,1.85851681951697e-06,"L1P2:ZNF136","old","old","old","L1","LINE"
"ZKSCAN5","L2a",0.842524756721711,9.31450668550752e-12,5.4150058760858e-10,"L2a:ZKSCAN5","old","old","old","L2","LINE"
"ZKSCAN5","LTR14B",0.657853987682274,3.97369033719747e-06,2.26217926575879e-05,"LTR14B:ZKSCAN5","old","young","young","ERVK","LTR"
"ZKSCAN5","MER1A",0.878534975351737,9.32001776772598e-14,1.80273413928459e-11,"MER1A:ZKSCAN5","old","young","young","hAT-Charlie","DNA"
"ZKSCAN5","MSTB1",0.782723845069533,2.4142623055027e-09,4.50537962865185e-08,"MSTB1:ZKSCAN5","old","old","old","ERVL-MaLR","LTR"
"ZKSCAN5","MSTB",0.778624970622231,3.31215813513621e-09,5.83205681623835e-08,"MSTB:ZKSCAN5","old","young","young","ERVL-MaLR","LTR"
"ZKSCAN5","SVA_C",0.736484773671186,6.05818857121612e-08,6.48503396680477e-07,"SVA_C:ZKSCAN5","old","young","young","SVA","SVA"
"ZKSCAN5","SVA_D",0.839418281550235,1.31197176202107e-11,7.05368042118703e-10,"SVA_D:ZKSCAN5","old","young","young","SVA","SVA"
"ZKSCAN5","SVA_E",0.826491344095161,5.06854746563729e-11,2.036330318827e-09,"SVA_E:ZKSCAN5","old","young","young","SVA","SVA"
"ZKSCAN5","SVA_F",0.674513561357229,1.81977816446144e-06,1.15643896689425e-05,"SVA_F:ZKSCAN5","old","young","young","SVA","SVA"
"ZNF33B","LTR50",0.76012497140277,1.27565013678211e-08,1.77846606373088e-07,"LTR50:ZNF33B","old","old","old","ERVL","LTR"
"ZNF33B","LTR67B",0.729134464469826,9.51349581670743e-08,9.48144015197329e-07,"LTR67B:ZNF33B","old","old","old","ERVL","LTR"
"ZNF418","MER31B",0.701100883863714,4.69500155523988e-07,3.64471525710517e-06,"MER31B:ZNF418","old","old","old","ERV1","LTR"
"ZNF418","MER49",0.726762170082459,1.09713483231686e-07,1.06957949104373e-06,"MER49:ZNF418","old","old","old","ERV1","LTR"
"ZNF418","MER72",0.669854918299827,2.27516690191957e-06,1.40078332620419e-05,"MER72:ZNF418","old","young","young","ERV1","LTR"
"ZNF418","THE1A",0.763552626304566,1.00282745849976e-08,1.45651152021973e-07,"THE1A:ZNF418","old","young","young","ERVL-MaLR","LTR"
"ZNF441","AluSc8",-0.729409260197691,9.35677416796624e-08,9.35371067529452e-07,"AluSc8:ZNF441","old","old","old","Alu","SINE"
"ZNF441","AluSc",-0.783713938189504,2.23445468075667e-09,4.23050520101419e-08,"AluSc:ZNF441","old","old","old","Alu","SINE"
"ZNF441","AluSg4",-0.695937584140284,6.17720499604175e-07,4.59711847580872e-06,"AluSg4:ZNF441","old","old","old","Alu","SINE"
"ZNF441","AluSg7",-0.800244372843081,5.76555641941234e-10,1.41444616236878e-08,"AluSg7:ZNF441","old","old","old","Alu","SINE"
"ZNF441","AluSg",-0.696969372666656,5.85030317667976e-07,4.39220874208035e-06,"AluSg:ZNF441","old","old","old","Alu","SINE"
"ZNF441","AluSp",-0.691720003882914,7.69680853568163e-07,5.54292800537258e-06,"AluSp:ZNF441","old","old","old","Alu","SINE"
"ZNF441","AluSq2",-0.687320719622313,9.64401163323765e-07,6.71927018179626e-06,"AluSq2:ZNF441","old","old","old","Alu","SINE"
"ZNF441","AluSx1",-0.71991359871503,1.64246637662657e-07,1.50094870910827e-06,"AluSx1:ZNF441","old","old","old","Alu","SINE"
"ZNF441","AluSx3",-0.748758341188551,2.75620157498271e-08,3.37675346518784e-07,"AluSx3:ZNF441","old","old","old","Alu","SINE"
"ZNF441","AluSx4",-0.774551588116362,4.50553609644417e-09,7.52335571291263e-08,"AluSx4:ZNF441","old","old","old","Alu","SINE"
"ZNF441","AluSx",-0.704964334021027,3.80919121933103e-07,3.05331164034187e-06,"AluSx:ZNF441","old","old","old","Alu","SINE"
"ZNF441","AluSz",-0.666684027852905,2.64278644721669e-06,1.59178857879194e-05,"AluSz:ZNF441","old","old","old","Alu","SINE"
"ZNF441","AluY",-0.783271419242983,2.31321634835556e-09,4.34758766606346e-08,"AluY:ZNF441","old","old","old","Alu","SINE"
"ZNF441","AluYa8",-0.647072282596063,6.42407622654038e-06,3.43434898603664e-05,"AluYa8:ZNF441","old","young","young","Alu","SINE"
"ZNF441","AluYc",-0.826105373234978,5.26821768939201e-11,2.09856424223682e-09,"AluYc:ZNF441","old","old","old","Alu","SINE"
"ZNF441","AluYg6",-0.719564260071873,1.67609296939714e-07,1.52638696944213e-06,"AluYg6:ZNF441","old","young","young","Alu","SINE"
"ZNF441","LOR1a",0.726654890540396,1.10419320329942e-07,1.07519888893247e-06,"LOR1a:ZNF441","old","old","old","ERV1","LTR"
"ZNF441","MER66B",0.770655383049707,6.01194821610878e-09,9.52776675616012e-08,"MER66B:ZNF441","old","young","young","ERV1","LTR"
"ZNF786","AluYc",-0.815602169180264,1.45598121319748e-10,4.69293115363752e-09,"AluYc:ZNF786","old","old","old","Alu","SINE"
"ZNF786","HERVK3-int",0.842476596377701,9.36462763290736e-12,5.43580505955713e-10,"HERVK3-int:ZNF786","old","old","old","ERVK","LTR"
"ZNF786","LTR12C",0.776744052818075,3.82088151767987e-09,6.5604049597538e-08,"LTR12C:ZNF786","old","young","young","ERV1","LTR"
"ZNF786","MER21C",0.830599236419039,3.33969595528814e-11,1.4597928506985e-09,"MER21C:ZNF786","old","old","old","ERVL","LTR"
"ZNF786","THE1B-int",0.857293050043346,1.64214765839567e-12,1.46213837396214e-10,"THE1B-int:ZNF786","old","old","old","ERVL-MaLR","LTR"
"ZNF786","THE1C-int",0.735962058341317,6.25882452239689e-08,6.66210752188069e-07,"THE1C-int:ZNF786","old","old","old","ERVL-MaLR","LTR"
"ZNF786","THE1D-int",0.795853568751065,8.36213156390564e-10,1.90874057889406e-08,"THE1D-int:ZNF786","old","young","young","ERVL-MaLR","LTR"
"ZNF675","AluYd8",-0.713369627728437,2.38908321021979e-07,2.05781664372517e-06,"AluYd8:ZNF675","old","young","young","Alu","SINE"
"ZNF675","LTR13_",0.716319017226256,2.02042137918831e-07,1.78718927360511e-06,"LTR13_:ZNF675","old","old","old","ERVK","LTR"
"ZNF675","MSTA-int",0.858756924605687,1.36816823328085e-12,1.27707636737968e-10,"MSTA-int:ZNF675","old","old","old","ERVL-MaLR","LTR"
"ZNF675","MSTB-int",0.734644731549518,6.79215047859862e-08,7.13690160936172e-07,"MSTB-int:ZNF675","old","old","old","ERVL-MaLR","LTR"
"ZNF675","MSTB1-int",0.61371610592509,2.53915654793557e-05,0.00011358970450788,"MSTB1-int:ZNF675","old","old","old","ERVL-MaLR","LTR"
"ZNF675","MSTD-int",0.680806424767147,1.33729902544386e-06,8.89366775701282e-06,"MSTD-int:ZNF675","old","old","old","ERVL-MaLR","LTR"
"ZNF675","THE1-int",0.708344501077468,3.16375272653349e-07,2.6067963931697e-06,"THE1-int:ZNF675","old","young","young","ERVL-MaLR","LTR"
"ZNF675","THE1A-int",0.852573793291579,2.91823717475548e-12,2.25123805459667e-10,"THE1A-int:ZNF675","old","old","old","ERVL-MaLR","LTR"
"ZNF675","THE1B-int",0.875048226672605,1.54610043863799e-13,2.53921452049877e-11,"THE1B-int:ZNF675","old","old","old","ERVL-MaLR","LTR"
"ZNF675","THE1C-int",0.855473820056251,2.05453986465623e-12,1.73602319806899e-10,"THE1C-int:ZNF675","old","old","old","ERVL-MaLR","LTR"
"ZNF675","THE1D-int",0.890480654908985,1.45202081381488e-14,4.90944903694724e-12,"THE1D-int:ZNF675","old","young","young","ERVL-MaLR","LTR"
"ZNF433","HUERS-P3-int",0.666466246835703,2.66993885190003e-06,1.60571841745808e-05,"HUERS-P3-int:ZNF433","old","old","old","ERV1","LTR"
"ZNF433","MER11A",0.714760231148688,2.20812798320568e-07,1.92597370841619e-06,"MER11A:ZNF433","old","young","young","ERVK","LTR"
"ZNF460","AluYa5",-0.795737252663649,8.44386853891005e-10,1.92377684247693e-08,"AluYa5:ZNF460","old","young","young","Alu","SINE"
"ZNF84","L1ME3A",0.784483316909512,2.1034444522153e-09,4.02519580761456e-08,"L1ME3A:ZNF84","old","old","old","L1","LINE"
"ZNF84","L1P1",-0.793917743930869,9.82367585300047e-10,2.17266773178685e-08,"L1P1:ZNF84","old","old","old","L1","LINE"
"ZNF84","L1P3",-0.718082924391525,1.82589453199951e-07,1.64077768314349e-06,"L1P3:ZNF84","old","old","old","L1","LINE"
"ZNF649","LTR12C",0.648839704406917,5.94526517574418e-06,3.20927243368749e-05,"LTR12C:ZNF649","old","young","young","ERV1","LTR"
"ZNF248","L1MB4",0.673086359211127,1.94946708774108e-06,1.22643166633999e-05,"L1MB4:ZNF248","old","old","old","L1","LINE"
"ZNF248","L1MB5",0.779285251457302,3.14909369781273e-09,5.59891204453656e-08,"L1MB5:ZNF248","old","old","old","L1","LINE"
"ZNF248","L1MB7",0.731036095719036,8.4769572715934e-08,8.59877382499776e-07,"L1MB7:ZNF248","old","old","old","L1","LINE"
"ZNF248","L1MB8",0.672934597359779,1.96374692625909e-06,1.23408364813258e-05,"L1MB8:ZNF248","old","old","old","L1","LINE"
"ZNF248","L1ME3A",0.705949255062069,3.60955806481298e-07,2.91548625629326e-06,"L1ME3A:ZNF248","old","old","old","L1","LINE"
"ZNF248","L1P1",-0.79394194573944,9.80401543139661e-10,2.16939501933307e-08,"L1P1:ZNF248","old","old","old","L1","LINE"
"ZNF248","L1P3",-0.759743964812349,1.30991043747654e-08,1.81698074789549e-07,"L1P3:ZNF248","old","old","old","L1","LINE"
"ZNF334","AluSg4",-0.70483078690427,3.8370325417774e-07,3.07099350806062e-06,"AluSg4:ZNF334","old","old","old","Alu","SINE"
"ZNF334","ERVL-B4-int",0.836131796600866,1.87037814736477e-11,9.25799011962963e-10,"ERVL-B4-int:ZNF334","old","old","old","ERVL","LTR"
"ZNF334","ERVL-E-int",0.78401524427187,2.18226657079969e-09,4.14957769444427e-08,"ERVL-E-int:ZNF334","old","old","old","ERVL","LTR"
"ZNF334","LTR13",0.841657829690766,1.02564080539229e-11,5.83344239592974e-10,"LTR13:ZNF334","old","young","young","ERVK","LTR"
"ZNF334","LTR41B",0.673041479329732,1.95368001241081e-06,1.22864864288634e-05,"LTR41B:ZNF334","old","old","old","ERVL","LTR"
"ZNF334","SVA_D",0.707828280025595,3.25528566629768e-07,2.67045818621587e-06,"SVA_D:ZNF334","old","young","young","SVA","SVA"
"ZNF334","SVA_E",0.754215361043222,1.91391068400221e-08,2.4923752056285e-07,"SVA_E:ZNF334","old","young","young","SVA","SVA"
"ZNF587","HERVK-int",0.829594168078305,3.70235052392573e-11,1.58606771243632e-09,"HERVK-int:ZNF587","old","old","old","ERVK","LTR"
"ZNF587","HERVK14-int",0.665874183459903,2.74505857838994e-06,1.64365756424342e-05,"HERVK14-int:ZNF587","old","old","old","ERVK","LTR"
"ZNF587","HERVK3-int",0.776444114212747,3.90844171085938e-09,6.68627590390357e-08,"HERVK3-int:ZNF587","old","old","old","ERVK","LTR"
"ZNF587","HERVK9-int",0.820246372559792,9.36396068308083e-11,3.30914882864324e-09,"HERVK9-int:ZNF587","old","old","old","ERVK","LTR"
"ZNF587","LTR10B1",0.739245247732725,5.09407317591519e-08,5.61637359499604e-07,"LTR10B1:ZNF587","old","young","young","ERV1","LTR"
"ZNF587","LTR10C",0.814495348806201,1.61455431421711e-10,5.10579434873028e-09,"LTR10C:ZNF587","old","young","young","ERV1","LTR"
"ZNF587","LTR13",0.810484714671084,2.33498224899934e-10,6.85691828109622e-09,"LTR13:ZNF587","old","young","young","ERVK","LTR"
"ZNF587","LTR13_",0.801463385718338,5.1916374606292e-10,1.29865898277744e-08,"LTR13_:ZNF587","old","old","old","ERVK","LTR"
"ZNF587","LTR14",0.745003820499328,3.52353145732544e-08,4.13672999532276e-07,"LTR14:ZNF587","old","young","young","ERVK","LTR"
"ZNF587","LTR5B",0.847314709966231,5.41251929248494e-12,3.59855380811211e-10,"LTR5B:ZNF587","old","young","young","ERVK","LTR"
"ZNF587","LTR5_Hs",0.764825438970527,9.16166771143734e-09,1.35136158821398e-07,"LTR5_Hs:ZNF587","old","young","young","ERVK","LTR"
"ZNF587","MER34C2",0.699648547935659,5.07461659328052e-07,3.892859203127e-06,"MER34C2:ZNF587","old","old","old","ERV1","LTR"
"ZNF587","MER66C",0.698668877959575,5.34649721645546e-07,4.06776825335998e-06,"MER66C:ZNF587","old","young","young","ERV1","LTR"
"ZNF587","MER9a3",0.743747060883134,3.82185539655321e-08,4.42434231872167e-07,"MER9a3:ZNF587","old","young","young","ERVK","LTR"
"ZNF587","MamGypLTR3",0.785730940106453,1.90613246626098e-09,3.72025822562143e-08,"MamGypLTR3:ZNF587","old","old","old","Gypsy","LTR"
"ZNF627","MER9a3",0.774807772559433,4.42000990569268e-09,7.40638093825446e-08,"MER9a3:ZNF627","old","young","young","ERVK","LTR"
"ZNF627","Tigger1",0.751608480006114,2.28081656997065e-08,2.88452261782927e-07,"Tigger1:ZNF627","old","old","old","TcMar-Tigger","DNA"
"ZNF425","L1P1",-0.730066488269708,8.99160634522485e-08,9.0448600322246e-07,"L1P1:ZNF425","old","old","old","L1","LINE"
"ZNF425","LTR13",0.79436616897324,9.46530831460169e-10,2.10820307695361e-08,"LTR13:ZNF425","old","young","young","ERVK","LTR"
"ZNF425","LTR13_",0.674848776599483,1.7904930754339e-06,1.14028378449808e-05,"LTR13_:ZNF425","old","old","old","ERVK","LTR"
"ZNF425","LTR26",0.706765381547005,3.45151850508859e-07,2.80713073149726e-06,"LTR26:ZNF425","old","old","old","ERV1","LTR"
"ZNF425","LTR41B",0.735708541142854,6.35833879578862e-08,6.75315944793559e-07,"LTR41B:ZNF425","old","old","old","ERVL","LTR"
"ZNF425","LTR55",0.681001193677651,1.32445040224373e-06,8.82118301186825e-06,"LTR55:ZNF425","old","old","old","ERV","LTR"
"ZNF425","LTR5_Hs",0.778618921772372,3.31368772715846e-09,5.83441127058056e-08,"LTR5_Hs:ZNF425","old","young","young","ERVK","LTR"
"ZNF425","LTR71B",0.656159465348005,4.29070673090269e-06,2.41907801752041e-05,"LTR71B:ZNF425","old","young","young","ERV1","LTR"
"ZNF425","MER11B",0.830074484462351,3.52466775970685e-11,1.52655878292732e-09,"MER11B:ZNF425","old","young","young","ERVK","LTR"
"ZNF425","MLT1A1",0.88116335760112,6.29826845289835e-14,1.37868414311008e-11,"MLT1A1:ZNF425","old","old","old","ERVL-MaLR","LTR"
"ZNF425","MSTB1",0.857863154909061,1.52983366098002e-12,1.38864467116053e-10,"MSTB1:ZNF425","old","old","old","ERVL-MaLR","LTR"
"ZNF736","HUERS-P3b-int",0.775092341277076,4.32678336423765e-09,7.27711387136774e-08,"HUERS-P3b-int:ZNF736","old","old","old","ERV1","LTR"
"ZNF736","LTR12C",0.765710226089291,8.60091732311334e-09,1.28332255988724e-07,"LTR12C:ZNF736","old","young","young","ERV1","LTR"
"ZNF736","LTR12D",0.684633413017901,1.10474273216111e-06,7.55147065188253e-06,"LTR12D:ZNF736","old","young","young","ERV1","LTR"
"ZNF736","LTR1C",0.686733141132713,9.93600643848478e-07,6.89188577360955e-06,"LTR1C:ZNF736","old","young","young","ERV1","LTR"
"ZNF736","LTR1D",0.722121230078267,1.44401194560441e-07,1.34782895110562e-06,"LTR1D:ZNF736","old","young","young","ERV1","LTR"
"ZNF736","LTR25-int",0.744611152130301,3.61433196174738e-08,4.22459361748308e-07,"LTR25-int:ZNF736","old","young","young","ERV1","LTR"
"ZNF736","LTR27B",0.681693784737132,1.27967749348614e-06,8.56388938036272e-06,"LTR27B:ZNF736","old","young","young","ERV1","LTR"
"ZNF736","LTR9",0.742317322180643,4.18970271572934e-08,4.77631466060481e-07,"LTR9:ZNF736","old","young","young","ERV1","LTR"
"ZNF736","MER11D",0.639824333439704,8.78100964117848e-06,4.50858231233473e-05,"MER11D:ZNF736","old","young","young","ERVK","LTR"
"ZNF736","MER52A",0.759765963305529,1.30790925288991e-08,1.81467844833142e-07,"MER52A:ZNF736","old","old","old","ERV1","LTR"
"ZNF736","MER52C",0.740489602767221,4.70787977141636e-08,5.25422952217616e-07,"MER52C:ZNF736","old","old","old","ERV1","LTR"
"ZNF736","MER68",0.677205882637268,1.59651678104449e-06,1.03426136262135e-05,"MER68:ZNF736","old","old","old","ERVL","LTR"
"ZNF736","MER9a3",0.650832253410803,5.44487126192236e-06,2.97523357574989e-05,"MER9a3:ZNF736","old","young","young","ERVK","LTR"
"ZNF736","MLT1J1",0.687016845824012,9.79401695934743e-07,6.80704498211907e-06,"MLT1J1:ZNF736","old","old","old","ERVL-MaLR","LTR"
"ZNF736","MLT1J2",0.735576149410507,6.41088908657494e-08,6.80063435557158e-07,"MLT1J2:ZNF736","old","old","old","ERVL-MaLR","LTR"
"ZNF736","MSTA-int",0.698587270815524,5.36974186946398e-07,4.08186819265036e-06,"MSTA-int:ZNF736","old","old","old","ERVL-MaLR","LTR"
"ZNF737","HERVK14-int",0.635741890677703,1.04343217321032e-05,5.24049613373709e-05,"HERVK14-int:ZNF737","old","old","old","ERVK","LTR"
"ZNF324B","Tigger2",0.645439212093399,6.8976746209013e-06,3.65377660689757e-05,"Tigger2:ZNF324B","old","old","old","TcMar-Tigger","DNA"
"ZNF432","MER57C1",-0.639233938622465,9.00422994537463e-06,4.60758758028078e-05,"MER57C1:ZNF432","old","old","old","ERV1","LTR"
"ZNF10","L1MB5",0.676251990186515,1.67255626579512e-06,1.07586617559712e-05,"L1MB5:ZNF10","old","old","old","L1","LINE"
"ZNF10","L1MB7",0.709220417184689,3.01387106255312e-07,2.50343943502436e-06,"L1MB7:ZNF10","old","old","old","L1","LINE"
"ZNF10","L1MB8",0.665403837078075,2.80611569371445e-06,1.67475909571613e-05,"L1MB8:ZNF10","old","old","old","L1","LINE"
"ZNF10","L1ME3",0.737116465641519,5.82369570283107e-08,6.27486640011782e-07,"L1ME3:ZNF10","old","old","old","L1","LINE"
"ZNF10","L1ME3A",0.724706621832687,1.23993616459631e-07,1.18645892785471e-06,"L1ME3A:ZNF10","old","old","old","L1","LINE"
"ZNF10","L1P1",-0.861629186670946,9.50591143857648e-13,9.71336265719725e-11,"L1P1:ZNF10","old","old","old","L1","LINE"
"ZNF10","L1P3",-0.780570970523357,2.85283571452877e-09,5.16517448642735e-08,"L1P3:ZNF10","old","old","old","L1","LINE"
"ZNF10","L1PA3",-0.683308869379442,1.18063687666726e-06,7.99686293752453e-06,"L1PA3:ZNF10","old","old","old","L1","LINE"
"ZNF10","MLT1B",0.842589795559706,9.24721937168163e-12,5.38725160071018e-10,"MLT1B:ZNF10","old","old","old","ERVL-MaLR","LTR"
"ZNF225","AluSp",-0.642492514253334,7.8340576522633e-06,4.08091138956173e-05,"AluSp:ZNF225","old","old","old","Alu","SINE"
